Products Brand Name,Inventory Conversion Inputs Outputs Output Product,Strain Name,Inventory Conversions Batch Name,package_ID,Batch Harvest Date,Batch Lab Results Lab Result URL,Products Vendor Name,Inventory Producer Name,Manufacturing Date
DTF - Downtown Flower,Fresh Fritter 3.5g - Mid,Fresh Fritter,FrFr-231130.0001-W48,55898,11/30/2023,https://orders.confidentcannabis.com/report/public/pdf/a3dcdee3-e05b-4875-b67b-3da5f88f16ea,"Forever 46, LLC - 00000057DCHF00477864",,2/15/2024
DTF - Downtown Flower,Fresh Fritter 3.5g - Mid,Fresh Fritter,FrFr-231130.0001-W48,55898,11/30/2023,https://orders.confidentcannabis.com/report/public/pdf/a3dcdee3-e05b-4875-b67b-3da5f88f16ea,"Forever 46, LLC - 00000057DCHF00477864",,2/15/2024
GRÄS Cannabis,Tiki Head 3.5g,Tiki Head,TKH15,56844,11/20/2023,https://share.confidentcannabis.com/samples/public/share/f5a7966d-2383-4e51-837f-9a1a8fb7632b,"Forever 46, LLC - 00000057DCHF00477864",1675194CGGG547930343,3/14/2024
GRÄS Cannabis,Maui Berry White 3.5g,Maui Berry White,MBWV10#1,56849,11/20/2023,https://share.confidentcannabis.com/samples/public/share/36328aef-7df0-4cf4-b37f-b224fabebff6,"Forever 46, LLC - 00000057DCHF00477864",1675194CGGG547930343,3/14/2024
GRÄS Cannabis,Mr. Bill 3.5g,Mr. Bill,MRB12,56845,11/20/2023,https://share.confidentcannabis.com/samples/public/share/13cef188-b4a4-466d-81e2-3313d2642995,"Forever 46, LLC - 00000057DCHF00477864",1675194CGGG547930343,3/14/2024
DTF - Downtown Flower,Cali Lightning 3.5g - Value,Cali Lightning,CLT-231116.0001-W46,54549,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/71a82892-2933-4552-9f8f-2af699e4cbd3,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Cherry Treat 3.5g - Mid,Cherry Treat,ChryTrt-231116.0001-W46,54551,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/dc3c04ae-1ec2-4c9e-82c4-46d7f8f56742,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Cali Lightning 7g - Value,Cali Lightning,CLT-231116.0001-W46,54546,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/71a82892-2933-4552-9f8f-2af699e4cbd3,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,LAVA Rocks 3.5g - Cherry Treat,Cherry Treat,240124-001,55518,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/0fa89f4d-5e92-40fc-806e-aaafe5afeace,"Forever 46, LLC - 00000057DCHF00477864",,1/24/2024
iLAVA,LAVA Rocks 3.5g - Gastropop,Gastropop,240124-005,55522,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/df768f63-cf88-46f1-be9b-ecdcde4ba9a0,"Forever 46, LLC - 00000057DCHF00477864",,1/24/2024
iLAVA,LAVA Rocks 3.5g - Mellow Squirt,Mellow Squirt,240124-004,55517,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/d3fc2e76-46c8-436f-a799-0353b7cde42c,"Forever 46, LLC - 00000057DCHF00477864",,1/24/2024
DTF - Downtown Flower,LA Confidential 3.5g - Value,LA Confidential,LACo-231116.0001-W46,54698,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/cac47753-f17f-45ce-bcb2-400b4188bd6d,"Forever 46, LLC - 00000057DCHF00477864",,
Roaring 20s,Roaring 20s REBALANCE 6 Pack Prerolls 3g - Blue Dream,Blue Dream,BLDR-231116.0001-W46,54964,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/37a4a214-b7b0-43bd-9566-2f0cfff9af47,"Forever 46, LLC - 00000057DCHF00477864",,1/19/2024
iLAVA,Magma Kief 1g - Toasted Swirl,Toasted Swirl,TSW-231116.0003-W46-K,55196,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/ef2624c7-a1a6-4d9c-a9a3-a923d5a30046,"Forever 46, LLC - 00000057DCHF00477864",,1/3/2024
GRÄS Cannabis,Forest Fire 3.5g,Forest Fire,FoFi-231116.0001-W46,55353,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/ca8a529d-4101-404a-be58-ad4cecb671c8,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",1/30/2024
iLAVA,Atomic Cartridge 500mg - Cherry Treat,Cherry Treat,240228-001,56645,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/5b2fdc9f-a504-4b54-b323-d86d2e759ee9,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",2/28/2024
iLAVA,Magma Kief 2.5g - Toasted Swirl,Toasted Swirl,TSW-231116.0003-W46-K,55197,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/ef2624c7-a1a6-4d9c-a9a3-a923d5a30046,"Forever 46, LLC - 00000057DCHF00477864",,1/3/2024
DTF - Downtown Flower,Blue Dream X 7g - Value,Blue Dream X,BlDX-231116.0001-W46,54660,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/cab0c8b6-fead-4ef6-9b1e-cf28fb1f9193,"Forever 46, LLC - 00000057DCHF00477864",,
Roaring 20s,Roaring 20s REBALANCE 6 Pack Prerolls 3g - Mendo Dosi,Mendo Dosi,323s-231116.0001-W46,55513,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/742bc8b2-4343-4ec3-95fa-8b94be66a4b0,"Forever 46, LLC - 00000057DCHF00477864",,2/2/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Forest Fire,Forest Fire,FoFi-231116.0001-W46,54562,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/ca8a529d-4101-404a-be58-ad4cecb671c8,"Forever 46, LLC - 00000057DCHF00477864",,1/5/2024
Roaring 20s,Roaring 20s REST 6 Pack Prerolls 3g - Sunset Sherb,Sunset Sherb,SSherb-231116.0001-W46,55070,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/0a69effb-c34b-42ab-9876-d3fa700c8456,"Forever 46, LLC - 00000057DCHF00477864",,1/24/2024
DTF - Downtown Flower,Strawberry Mo'nana 14g Smalls - Mid,Strawberry Mo'nana,SMo-231116.0001-W46,55612,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/e97bfbd7-bf33-4625-bf8c-babe76485acf,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",2/6/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Fresh Fritter,Fresh Fritter,FrFr-231116.0001-W46,55576,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/b1c1174f-6209-4bc7-a007-711316b74689,"Forever 46, LLC - 00000057DCHF00477864",,2/6/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Fresh Fritter,Fresh Fritter,FrFr-231116.0001-W46,55576,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/b1c1174f-6209-4bc7-a007-711316b74689,"Forever 46, LLC - 00000057DCHF00477864",,2/6/2024
DTF - Downtown Flower,Cherry Treat 14g - Mid,Cherry Treat,ChryTrt-231116.0001-W46,54547,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/dc3c04ae-1ec2-4c9e-82c4-46d7f8f56742,"Forever 46, LLC - 00000057DCHF00477864",,1/4/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Mellow Squirt,Mellow Squirt,MSQ-231116.0001-W46,56054,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/e2c6bece-a4c6-4372-bac7-899347bac441,"Forever 46, LLC - 00000057DCHF00477864",,
iLAVA,LAVA Rocks 3.5g - Forest Fire,Forest Fire,240124-003,55519,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/ca2515f2-210b-43ea-9ea5-dd5756ce7eea,"Forever 46, LLC - 00000057DCHF00477864",,1/24/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Wedding Cake,Wedding Cake,WeCa-231116.0001-W46,55574,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/a84b9e55-526f-480d-82c8-1ee9bc2fa776,"Forever 46, LLC - 00000057DCHF00477864",,2/6/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Wedding Cake,Wedding Cake,WeCa-231116.0001-W46,55574,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/a84b9e55-526f-480d-82c8-1ee9bc2fa776,"Forever 46, LLC - 00000057DCHF00477864",,2/6/2024
DTF - Downtown Flower,Sunset Sherb 3.5g - Value,Sunset Sherb,SSherb-231116.0001-W46,54696,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/0a69effb-c34b-42ab-9876-d3fa700c8456,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Cherry Treat 7g - Mid,Cherry Treat,ChryTrt-231116.0001-W46,54552,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/dc3c04ae-1ec2-4c9e-82c4-46d7f8f56742,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Blue Dream X 3.5g - Value,Blue Dream X,BlDX-231116.0001-W46,54659,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/cab0c8b6-fead-4ef6-9b1e-cf28fb1f9193,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Fresh Fritter 3.5g - Mid,Fresh Fritter,FrFr-231116.0001-W46,54656,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/b1c1174f-6209-4bc7-a007-711316b74689,"Forever 46, LLC - 00000057DCHF00477864",,1/11/2024
DTF - Downtown Flower,Fresh Fritter 7g - Mid,Fresh Fritter,FrFr-231116.0001-W46,54657,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/b1c1174f-6209-4bc7-a007-711316b74689,"Forever 46, LLC - 00000057DCHF00477864",,1/11/2024
Roaring 20s,Roaring 20s REST 6 Pack Prerolls 3g - Fresh Fritter,Fresh Fritter,FrFr-231116.0001-W46,55152,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/b1c1174f-6209-4bc7-a007-711316b74689,"Forever 46, LLC - 00000057DCHF00477864",,1/26/2024
Roaring 20s,Roaring 20s REST 6 Pack Prerolls 3g - Fresh Fritter,Fresh Fritter,FrFr-231116.0001-W46,55152,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/b1c1174f-6209-4bc7-a007-711316b74689,"Forever 46, LLC - 00000057DCHF00477864",,1/26/2024
DTF - Downtown Flower,Forest Fire 14g - Mid,Forest Fire,FoFi-231116.0001-W46,54561,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/ca8a529d-4101-404a-be58-ad4cecb671c8,"Forever 46, LLC - 00000057DCHF00477864",,1/5/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Toasted Swirl,Toasted Swirl,TSW-231116.0001-W46,54858,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/937e5e10-4cf2-4d3c-957b-458974b95ac6,"Forever 46, LLC - 00000057DCHF00477864",,1/17/2024
DTF - Downtown Flower,Toasted Swirl 3.5g - Value,Toasted Swirl,TSW-231116.0001-W46,54548,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/937e5e10-4cf2-4d3c-957b-458974b95ac6,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Blue Dream 3.5g - Value,Blue Dream,BLDR-231116.0001-W46,54716,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/37a4a214-b7b0-43bd-9566-2f0cfff9af47,"Forever 46, LLC - 00000057DCHF00477864",,
High Scorez,High Scorez Comboz Infused 4pk Prerolls 2.4g - Strawberry Mo'nana x Blue Dream X,Strawberry Mo'nana x Blue Dream X,SMo-231116.01-W46-4pkIPR,56875,11/16/2023,,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",3/18/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Mendo Dosi,Mendo Dosi,323s-231116.0001-W46,55582,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/742bc8b2-4343-4ec3-95fa-8b94be66a4b0,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,DTF Premium Preroll 1g - Cherry Treat,Cherry Treat,ChryTrt-231116.0001-W46,55583,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/dc3c04ae-1ec2-4c9e-82c4-46d7f8f56742,"Forever 46, LLC - 00000057DCHF00477864",,2/6/2024
iLAVA,Magma Sugar Wax 2.5g - Cali Lightning,Cali Lightning,240130-006,56768,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/7e16047b-6240-44f4-9244-de110661472d,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",1/30/2024
DTF - Downtown Flower,Fatso 3.5g - Signature,Fatso,224-231116.0001-W46,55689,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/f766997b-5e49-471e-8d25-6f8a15ea3230,"Forever 46, LLC - 00000057DCHF00477864",,2/7/2024
Roaring 20s,Roaring 20s ROAR 6 Pack Prerolls 3g - Cali Haze,Cali Haze,CaH-231116.0001-W46,54925,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/07a46b19-e264-4d64-850d-fc92472062d9,"Forever 46, LLC - 00000057DCHF00477864",,1/18/2024
DTF - Downtown Flower,Forest Fire 3.5g - Mid,Forest Fire,FoFi-231116.0001-W46,54562,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/ca8a529d-4101-404a-be58-ad4cecb671c8,"Forever 46, LLC - 00000057DCHF00477864",,1/5/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Cali Lightning,Cali Lightning,CLT-231116.0001-W46,54859,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/71a82892-2933-4552-9f8f-2af699e4cbd3,"Forever 46, LLC - 00000057DCHF00477864",,1/17/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Mellow Squirt,Mellow Squirt,MSQ-231116.0001-W46,56083,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/e2c6bece-a4c6-4372-bac7-899347bac441,"Forever 46, LLC - 00000057DCHF00477864",,2/21/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Mellow Squirt,Mellow Squirt,MSQ-231116.0001-W46,56083,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/e2c6bece-a4c6-4372-bac7-899347bac441,"Forever 46, LLC - 00000057DCHF00477864",,2/21/2024
DTF - Downtown Flower,Forest Fire 7g - Mid,Forest Fire,FoFi-231116.0001-W46,54563,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/ca8a529d-4101-404a-be58-ad4cecb671c8,"Forever 46, LLC - 00000057DCHF00477864",,1/5/2024
DTF - Downtown Flower,Mellow Squirt 14g Smalls - Mid,Mellow Squirt,MSQ-231116.0001-W46,55738,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/e2c6bece-a4c6-4372-bac7-899347bac441,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Mendo Dosi 3.5g - Mid,Mendo Dosi,323s-231116.0001-W46,54545,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/742bc8b2-4343-4ec3-95fa-8b94be66a4b0,"Forever 46, LLC - 00000057DCHF00477864",,1/4/2024
Roaring 20s,Roaring 20s REBALANCE 6 Pack Prerolls 3g - Cherry Treat,Cherry Treat,ChryTrt-231116.0001-W46,56085,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/dc3c04ae-1ec2-4c9e-82c4-46d7f8f56742,"Forever 46, LLC - 00000057DCHF00477864",,2/21/2024
iLAVA,LAVA Rocks 3.5g - Fatso,Fatso,240124-002,55520,11/16/2023,https://orders.confidentcannabis.com/report/public/pdf/227a32d2-6ef4-4ba2-ae37-cbddf2482475,"Forever 46, LLC - 00000057DCHF00477864",,1/24/2024
GRÄS Cannabis,Apple Burger #1 3.5g,Apple Burger #1,231219-001,56761,11/15/2023,https://orders.confidentcannabis.com/report/public/pdf/6b38e528-1f42-4811-bf69-1da3de823c02,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013",3/13/2024
DTF - Downtown Flower,Forest Fire 7g - Mid,Forest Fire,FoFi-231031.0001-W44,54327,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/4e293e78-6ae2-4735-9a9e-bc1c264d9fbe,"Forever 46, LLC - 00000057DCHF00477864",,12/26/2023
DTF - Downtown Flower,Guava Cross 3.5g - Mid,Guava Cross,GuCr-231031.0001-W44,54142,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/45e91094-8b27-4a19-afef-adc626d04016,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,DTF Premium Preroll 1g - Wedding Cake,Wedding Cake,WeCa-231031.0001-W44,54617,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/a1d991a8-91d9-492f-b562-0f1dc5c6ae1e,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Fatso 3.5g - Signature,Fatso,224-231031.0001-W44,54414,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/3577b8bf-e750-40ed-96c4-a41f93035c05,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Fatso 3.5g - Signature,Fatso,224-231031.0001-W44,54141,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/3577b8bf-e750-40ed-96c4-a41f93035c05,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Mellow Squirt 3.5g - Signature,Mellow Squirt,MSQ-231031.0001-W44,54406,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/345d1c37-e59b-4ca2-a1a4-ac2a50c6159c,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Mellow Squirt 14g Smalls - Mid,Mellow Squirt,MSQ-231031.0001-W44,55589,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/345d1c37-e59b-4ca2-a1a4-ac2a50c6159c,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",2/6/2024
Roaring 20s,Roaring 20s REBALANCE 6 Pack Prerolls 3g - Mellow Squirt,Mellow Squirt,MSQ-231031.0001-W44,55159,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/345d1c37-e59b-4ca2-a1a4-ac2a50c6159c,"Forever 46, LLC - 00000057DCHF00477864",,1/26/2024
Roaring 20s,Roaring 20s REBALANCE 6 Pack Prerolls 3g - Mellow Squirt,Mellow Squirt,MSQ-231031.0001-W44,55159,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/345d1c37-e59b-4ca2-a1a4-ac2a50c6159c,"Forever 46, LLC - 00000057DCHF00477864",,1/26/2024
DTF - Downtown Flower,Wedding Cake 3.5g - Signature,Wedding Cake,WeCa-231031.0001-W44,54389,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/a1d991a8-91d9-492f-b562-0f1dc5c6ae1e,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Mellow Squirt 3.5g - Signature,Mellow Squirt,MSQ-231031.0001-W44,55551,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/345d1c37-e59b-4ca2-a1a4-ac2a50c6159c,"Forever 46, LLC - 00000057DCHF00477864",,2/5/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Gary Satan,Gary Satan,325D-231031.0001-W44,54826,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/01751ee7-eb93-4496-82ab-abedf645517b,"Forever 46, LLC - 00000057DCHF00477864",,1/16/2024
iLAVA,Atomic Cartridge 500mg - Gary Satan,Gary Satan,240228-002,56651,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/e58af08e-f26e-4bc8-9e79-3fac3ba61660,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",2/28/2024
DTF - Downtown Flower,Gary Satan 3.5g - Mid,Gary Satan,325D-231031.0001-W44,54322,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/01751ee7-eb93-4496-82ab-abedf645517b,"Forever 46, LLC - 00000057DCHF00477864",,12/25/2023
Roaring 20s,Roaring 20s REST 6 Pack Prerolls 3g - Fatso,Fatso,224-231031.0001-W44,55091,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/3577b8bf-e750-40ed-96c4-a41f93035c05,"Forever 46, LLC - 00000057DCHF00477864",,1/25/2024
DTF - Downtown Flower,Forest Fire 3.5g - Mid,Forest Fire,FoFi-231031.0001-W44,54329,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/4e293e78-6ae2-4735-9a9e-bc1c264d9fbe,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,DTF Premium Preroll 1g - Fatso,Fatso,224-231031.0001-W44,55046,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/3577b8bf-e750-40ed-96c4-a41f93035c05,"Forever 46, LLC - 00000057DCHF00477864",,1/24/2024
DTF - Downtown Flower,Dweebz 3.5g - Mid,Dweebz,Dwz-231031.0001-W44,54143,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/c8ae0204-8524-4c03-aaab-e87218dd7360,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Cali Lightning 3.5g - Value,Cali Lightning,CLT-231031.0001-W44,54144,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/a9922bb2-bdba-4fd7-9370-d93113bd709e,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Fatso 14g Smalls - Signature,Fatso,224-231031.0001-W44,55752,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/3577b8bf-e750-40ed-96c4-a41f93035c05,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",2/12/2024
DTF - Downtown Flower,Fatso 14g Smalls - Signature,Fatso,224-231031.0001-W44,55752,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/3577b8bf-e750-40ed-96c4-a41f93035c05,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",2/12/2024
DTF - Downtown Flower,Mendo Dosi 3.5g - Mid,Mendo Dosi,323s-231031.0001-W44,54141,10/31/2023,https://orders.confidentcannabis.com/report/public/pdf/201aeeb7-5b27-4ccb-ad1e-ce502333b76e,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,DTF Premium Preroll 1g - Forest Fire,Forest Fire,FoFi-231017.0001-W42,54320,10/17/2023,https://tinyurl.com/ysd5mbb5,"Forever 46, LLC - 00000057DCHF00477864",,12/26/2023
DTF - Downtown Flower,Forest Fire 7g - Mid,Forest Fire,FoFi-231017.0001-W42,53839,10/17/2023,https://tinyurl.com/ysd5mbb5,"Forever 46, LLC - 00000057DCHF00477864",,
DTF - Downtown Flower,Forest Fire 3.5g - Mid,Forest Fire,FoFi-231017.0001-W42,53838,10/17/2023,https://tinyurl.com/ysd5mbb5,"Forever 46, LLC - 00000057DCHF00477864",,10/17/2023
DTF - Downtown Flower,DTF Premium Preroll 1g - Blue Dream X,Blue Dream X,BlDX-231017.0001-W42,54968,10/17/2023,https://tinyurl.com/3y7k8rbz,"Forever 46, LLC - 00000057DCHF00477864",,1/22/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Blue Dream X,Blue Dream X,BlDX-231017.0001-W42,54968,10/17/2023,https://tinyurl.com/3y7k8rbz,"Forever 46, LLC - 00000057DCHF00477864",,1/22/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Blue Dream X,Blue Dream X,BlDX-231017.0001-W42,54415,10/17/2023,https://tinyurl.com/3y7k8rbz,"Forever 46, LLC - 00000057DCHF00477864",,12/28/2023
DTF - Downtown Flower,DTF Premium Preroll 1g - Blue Dream X,Blue Dream X,BlDX-231017.0001-W42,54415,10/17/2023,https://tinyurl.com/3y7k8rbz,"Forever 46, LLC - 00000057DCHF00477864",,12/29/2023
DTF - Downtown Flower,DTF Premium Preroll 1g - Forest Fire,Forest Fire,FoFi-231017.0001-W42,54695,10/17/2023,https://tinyurl.com/ysd5mbb5,"Forever 46, LLC - 00000057DCHF00477864",,1/11/2024
iLAVA,Magma Sugar Wax 2.5g - Blue Dream X,Blue Dream X,240117-004,56805,10/17/2023,https://orders.confidentcannabis.com/report/public/pdf/bdbf6381-6d09-44a0-984c-7e877bf265d9,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",1/17/2024
DTF - Downtown Flower,Gastropop 14g Smalls - Mid,Gastropop,324s-231017.0001-W42,55602,10/17/2023,https://tinyurl.com/3m3s623u,"Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864",2/6/2024
DTF - Downtown Flower,DTF Premium Preroll 1g - Blue Dream X,Blue Dream X,BlDX-231017.0001-W42,54730,10/17/2023,https://tinyurl.com/3y7k8rbz,"Forever 46, LLC - 00000057DCHF00477864",,1/12/2024
