"Product","Package ID","Batch","Strain","Vendor","Date of manufacture","Brand","Harvest date","Producer"
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,34761,221227-001-BBC,Super Glue,,2/14/2023,ZENZONA,12/27/2022,
Lumen Crumble 1g - Wedding Cake,34524,230118-002,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",2/15/2023,iLAVA,1/18/2023,
ClearGold Cartridge 1000mg - Afghani,34344,221109-001CGAF,Afghani,"Forever 46, LLC - 00000057DCHF00477864",2/14/2023,iLAVA,4/25/2022,
Entourage Night Gummies 100mg - Watermelon,34339,220512-012-WM,Hybrid Blend,,2/8/2023,iLAVA,5/11/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,34158,221114-002-PB,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,ZENZONA,11/13/2022,
Lumen Crumble 1g - Wedding Cake,34126,230118-002,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",2/10/2023,iLAVA,1/18/2023,
zenzona Vegan Gummies Blood Orange 100mg - Sativa,34120,220822-004-ZBO,Sativa,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,ZENZONA,8/21/2022,
Orange Soda 3.5g,OSO13100,OSO041322-C6,Orange Soda,"Forever 46, LLC - 00000057DCHF00477864",2/9/2023,GRÄS Cannabis,10/11/2022,
King Calm 3.5g,KCM13100,KCM031622-W3c,King Calm,"Forever 46, LLC - 00000057DCHF00477864",2/9/2023,GRÄS Cannabis,9/16/2022,
Mac Nanna 3.5g,MCN13100,MCN031622-E1,Mac Nanna,"Compassionate Care of AZ, Inc. - Cult (REC)",2/9/2023,GRÄS Cannabis,10/10/2022,
Black Dog 3.5g,BKD13100,BKD041322-E4,Black Dog,"Forever 46, LLC - 00000057DCHF00477864",2/9/2023,GRÄS Cannabis,9/14/2022,
ClearGold Cartridge 1000mg - Banana Kush,34075,221027-001CGBK,Banana Kush,"Forever 46, LLC - 00000057DCHF00477864",2/8/2023,iLAVA,10/27/2022,
iLAVA Touch 2.85oz. (250mg CBD/300mg THC) - Hybrid,34050,230124-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,iLAVA,1/24/2023,
zenzona Vegan Gummies Rainbow Sherbet 100mg RSO - Sativa,34041,221114-001-RS,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",2/6/2023,ZENZONA,11/13/2022,
Roaring 20s REST 6 Pack Prerolls 3g - Gary Satan,33951,325D-221020.0001,Gary Satan,"Forever 46, LLC - 00000057DCHF00477864",2/7/2023,Roaring 20s,10/20/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,33878,221114-002-PB,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",2/2/2023,ZENZONA,11/13/2022,
Lumen Crumble 1g -  Black Water,33865,230118-005,Black Water,"Forever 46, LLC - 00000057DCHF00477864",2/6/2023,iLAVA,1/18/2023,
iLAVA Touch Bamboo 3.75oz. (380mg THC/320mg CBD) - Hybrid,33779,221012-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",2/2/2023,iLAVA,10/12/2022,
Entourage Day Gummies 100mg - Blood Orange,33769,220512-012-BO,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",1/30/2023,iLAVA,5/11/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,33768,221114-003-CB,Chem Dawg,"Forever 46, LLC - 00000057DCHF00477864",1/31/2023,ZENZONA,11/13/2022,
Lumen Budder 1g - Wedding Cake,33526,230118-001,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",1/31/2023,iLAVA,1/18/2023,
Lumen Budder 1g -  Black Water,33360,230118-004,Black Water,"Forever 46, LLC - 00000057DCHF00477864",1/30/2023,iLAVA,1/18/2023,
Entourage Twilight Gummies 100mg - Blueberry,33354,220512-012-BBT,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",1/25/2023,iLAVA,5/11/2022,
Entourage Day Gummies 100mg - Yuzu,33266,220512-012-YZ,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",1/24/2023,iLAVA,5/11/2022,
Hi Keto Chocolate Chip Cookies 100mg RSO- Indica,31744,221227-002-HK,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",1/9/2023,HI KETO,12/26/2022,
Entourage Twilight Gummies 100mg - Blackberry,32678,220512-012-BK,Hybrid Blend,,1/18/2023,iLAVA,5/11/2022,
Entourage Twilight Gummies 100mg - Blackberry,32380,220512-012-BK,Hybrid Blend,,1/10/2023,iLAVA,5/11/2022,
Entourage Night Gummies 100mg - Watermelon,32581,220512-012-WM,Hybrid Blend,,1/17/2023,iLAVA,5/11/2022,
Roaring 20s REST 6 Pack Prerolls 3g - Do-Si-Dos,32411,2053319,Do-Si-Dos,"Forever 46, LLC - 00000057DCHF00477864",1/18/2023,Roaring 20s,6/26/2022,
Entourage Night Gummies 100mg - Wildberry,32480,220512-012-WB,Hybrid Blend,,1/17/2023,iLAVA,5/11/2022,
Elemental Dablicator 1000mg - Blue Dream X,32386,221123-006,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",1/18/2023,iLAVA,11/23/2022,
Entourage Twilight Gummies 100mg - Blackberry,32380,220512-012-BK,Hybrid Blend,,1/10/2023,iLAVA,5/11/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,32366,221114-002-PB,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",1/16/2023,ZENZONA,11/13/2022,
zenzona Vegan Gummies Strawberry 100mg - Hybrid,32357,220822-004-ST,Hybrid Blend,,1/16/2023,ZENZONA,8/21/2022,
iLAVA Touch Bamboo 3.75oz. (380mg THC/320mg CBD) - Hybrid,19282,220810-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",8/29/2022,iLAVA,8/9/2022,
iLAVA Touch 2.85oz. (250mg CBD/300mg THC) - Hybrid,16605,220630-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",8/2/2022,iLAVA,6/29/2022,
iLAVA Feel 10ML (50mg CBD/100mg THC) Roll-On - Hybrid,30749,221202-002,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",12/2/2022,iLAVA,6/30/2022,
zenzona Vegan Gummies Watermelon 100mg - Indica,32057,220822-004-ZWA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",1/11/2023,ZENZONA,8/21/2022,
Lumen Sugar Wax 1g - Chemdawg,31892,221111-002,Chemdawg,"Forever 46, LLC - 00000057DCHF00477864",1/13/2023,iLAVA,11/11/2022,
Lumen Sugar Wax 1g - Chemdawg,31873,221111-002,Chemdawg,"Forever 46, LLC - 00000057DCHF00477864",1/12/2023,iLAVA,11/11/2022,
Roaring 20s REST 6 Pack Prerolls 3g - Strawberry Cooler,31872,266-220825.0001,Strawberry Cooler,"Forever 46, LLC - 00000057DCHF00477864",1/12/2023,Roaring 20s,8/25/2022,
zenzona Vegan Gummies Rainbow Sherbet 100mg RSO - Sativa,31865,221114-001-RS,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",1/9/2023,ZENZONA,11/13/2022,
zenzona Vegan Gummies Wildberry 100mg - Indica,31824,220822-004-ZWB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",1/10/2023,ZENZONA,8/21/2022,
Entourage Night Gummies 100mg - Wildberry,31798,220512-012-WB,Hybrid Blend,,1/9/2023,iLAVA,5/11/2022,
Entourage Night Gummies 100mg - Watermelon,31763,220512-012-WM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",1/5/2023,iLAVA,5/11/2022,
Entourage Day Gummies 100mg - Blood Orange,31591,220512-012-BO,Hybrid Blend,,1/4/2023,iLAVA,5/11/2022,
zenzona Vegan Gummies 2:1 (200mg CBD/100mg THC) Honeydew - Sativa,31395,220822-004-HD,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",1/3/2023,ZENZONA,8/22/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,31244,220802-002-PB,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",1/3/2023,ZENZONA,8/1/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,31158,221114-003-CB,Chem Dawg,"Forever 46, LLC - 00000057DCHF00477864",12/27/2022,ZENZONA,11/13/2022,
Magma Budder 1g - Dr. Gonzo,31100,220720-011,Dr. Gonzo,"Forever 46, LLC - 00000057DCHF00477864",1/5/2023,iLAVA,7/19/2022,
zenzona Vegan Gummies Rainbow Sherbet 100mg RSO - Sativa,31097,221114-001-RS,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",12/27/2022,ZENZONA,11/13/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,31056,220802-002-PB,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",12/29/2022,ZENZONA,8/1/2022,
zenzona Vegan Gummies Blackberry Cucumber 100mg - Hybrid,30839,221101-002-BC,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",12/28/2022,ZENZONA,10/31/2022,
Magma Sugar Wax 1g - Apple Fritter,30788,221006-011,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",1/2/2023,iLAVA,10/5/2022,
iLAVA Feel 10ML (50mg CBD/100mg THC) Roll-On - Hybrid,30749,221202-002,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",1/2/2023,iLAVA,6/30/2022,
Indica PM Chocolates Dark 100mg,30737,220217-001-PMT,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",12/1/2001,INDICA PM,2/16/2022,
zenzona Vegan Gummies Blood Orange 100mg - Sativa,30669,220822-004-ZBO,Sativa,"Forever 46, LLC - 00000057DCHF00477864",12/23/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies Rainbow Sherbet 100mg RSO - Sativa,30574,221114-001-RS,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",12/21/2022,ZENZONA,11/13/2022,
Medica RSO Dablicator 1000mg - AK-1995,06242,AK-1995.B7B.R1-5,AK-1995,"Forever 46, LLC - 00000057DCHF00477864",3/8/2022,iLAVA,11/23/2021,
Entourage Twilight Gummies 100mg - Blackberry,30443,220512-012-BK,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",12/22/2022,iLAVA,5/11/2022,
iLAVA Feel 10ML (50mg CBD/100mg THC) Roll-On - Hybrid,11126,ILF052521,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",5/26/2022,iLAVA,5/24/2021,
Entourage Night Gummies 100mg - Watermelon,30337,220512-012-WM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",12/22/2022,iLAVA,5/11/2022,
Magma Budder 1g - Duct Tape,30300,221006-009,Duct Tape,"Forever 46, LLC - 00000057DCHF00477864",12/26/2022,iLAVA,10/5/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,30132,221114-003-CB,Chem Dawg,"Forever 46, LLC - 00000057DCHF00477864",12/21/2022,ZENZONA,11/13/2022,
Magma Budder 1g - Do-Si-Dos #55,24251,220725-003,Do-Si-Dos #55,"Forever 46, LLC - 00000057DCHF00477864",10/17/2022,iLAVA,7/24/2022,
Lumen Budder 1g - Sonoran Lava,28259,221027-003,Sonoran Lava,"Forever 46, LLC - 00000057DCHF00477864",11/30/2022,iLAVA,10/26/2022,
zenzona Vegan Gummies Rainbow Sherbet 100mg RSO - Sativa,29976,221114-001-RS,Forest Fire,,12/20/2022,ZENZONA,11/13/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,29937,221114-003-CB,Chem Dawg,,12/20/2022,ZENZONA,11/13/2022,
iLAVA Touch Bamboo 3.75oz. (380mg THC/320mg CBD) - Hybrid,29722,220929-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",12/20/2022,iLAVA,9/29/2022,
Magma Budder 1g - Grease Monkey,29449,221006-008,Grease Monkey,"Forever 46, LLC - 00000057DCHF00477864",12/14/2022,iLAVA,10/5/2022,
Entourage Twilight Gummies 100mg - Blackberry,29608,220512-012-BK,Hybrid Blend,,12/14/2022,iLAVA,5/11/2022,
Entourage Night Gummies 100mg - Wildberry,29477,220512-012-WB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",12/14/2022,iLAVA,5/11/2022,
Magma Budder 1g - Fam 95,22224,220901-002,Fam 95,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/23/2022,iLAVA,8/31/2022,
zenzona Vegan Gummies Rainbow Sherbet 100mg RSO - Sativa,29451,221114-001-RS,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",12/13/2022,ZENZONA,11/13/2022,
zenzona Vegan Gummies Blackberries and Cream 100mg RSO - Hybrid,29420,221114-003-CB,Chem Dawg,,12/13/2022,ZENZONA,11/13/2022,
iLAVAHEMP Touch Bamboo,29351,29351,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",9/21/2023,iLAVAHEMP,,
iLAVAHEMP Touch CBD 2.85oz. 550mg,29350,29350,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",12/12/2022,iLAVAHEMP,,
Magma Crumble 1g - Orange Apricot x MAC,29322,221006-006,Orange Apricot x MAC,"Forever 46, LLC - 00000057DCHF00477864",12/13/2022,iLAVA,10/5/2022,
iLAVA Hybrid Blend Delta 9 Distillate (Sample),29208,221027-001,Hybrid Blend,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",,iLAVA,,
zenzona Vegan Gummies Raspberry 100mg - Sativa,29042,220822-004-RA,Sativa,"Forever 46, LLC - 00000057DCHF00477864",12/1/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies Jabuticaba 100mg - Indica,29029,220822-004-JA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",12/1/2022,ZENZONA,8/21/2022,
Magma Budder 1g - Blackout Bobby,16241,220720-009,Blackout Bobby,"Forever 46, LLC - 00000057DCHF00477864",7/29/2022,iLAVA,7/19/2022,
Magma Crumble 1g - Forza San Souci,17321,220725-001,Forza San Souci,"Forever 46, LLC - 00000057DCHF00477864",8/11/2022,iLAVA,7/24/2022,
Magma Sugar Wax 1g - Sonoran Crema,24749,220823-005,Sonoran Crema,"Forever 46, LLC - 00000057DCHF00477864",10/20/2022,iLAVA,8/22/2022,
zenzona Vegan Gummies Rainbow Sherbet 100mg RSO - Sativa,28935,221114-001-RS,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",12/7/2022,ZENZONA,11/13/2022,
Magma Crumble 1g - Strawberry Cream Cake,27485,220725-006,Strawberry Cream Cake,"Forever 46, LLC - 00000057DCHF00477864",11/22/2022,iLAVA,7/24/2022,
Magma Sugar Wax 1g - Apple Fritter,27964,221006-011,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",11/28/2022,iLAVA,10/5/2022,
Entourage Day Gummies 100mg - Yuzu,28802,220512-012-YZ,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/30/2022,iLAVA,5/11/2022,
Entourage Night Gummies 100mg - Wildberry,28468,220512-012-WB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/29/2022,iLAVA,5/11/2022,
zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,28350,220822-004-PP,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/29/2022,ZENZONA,8/22/2022,
Magma Sugar Wax 1g - Apple Fritter,27964,221006-011,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",11/28/2022,iLAVA,10/5/2022,
zenzona Vegan Gummies Rainbow Sherbet 100mg RSO - Sativa,27913,221114-001-RS,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",11/23/2022,ZENZONA,11/13/2022,
zenzona Vegan Gummies Watermelon 100mg - Indica,27864,220822-004-ZWA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/23/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,27860,221114-002-PB,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",11/23/2022,ZENZONA,11/13/2022,
zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,27788,220822-004-PP,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/22/2022,ZENZONA,8/22/2022,
zenzona Vegan Gummies Jabuticaba 100mg - Indica,27786,220822-004-JA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/22/2022,ZENZONA,8/21/2022,
Entourage Day Gummies 100mg - Yuzu,27572,220512-012-YZ,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/21/2022,iLAVA,5/11/2022,
zenzona Vegan Gummies Raspberry 100mg - Sativa,27568,220822-004-RA,Sativa,"Forever 46, LLC - 00000057DCHF00477864",11/21/2022,ZENZONA,8/21/2022,
Magma Crumble 1g - Strawberry Cream Cake,27485,220725-006,Strawberry Cream Cake,"Forever 46, LLC - 00000057DCHF00477864",11/22/2022,iLAVA,7/24/2022,
Medica RSO Dablicator 1000mg - MAC Stomper,27469,220802-003,MAC Stomper,"Forever 46, LLC - 00000057DCHF00477864",11/22/2022,iLAVA,8/1/2022,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,27474,220822-004-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/17/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,27470,220727-001,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",11/16/2022,ZENZONA,7/26/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,27468,220727-001,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",11/17/2022,ZENZONA,7/26/2022,
zenzona Vegan Gummies Grapefruit 100mg - Sativa,27392,220822-004-GR,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/16/2022,ZENZONA,8/22/2022,
Medica RSO Dablicator 1000mg - T-1000,27224,220802-001,T-1000,"Forever 46, LLC - 00000057DCHF00477864",11/17/2022,iLAVA,8/1/2022,
Entourage Twilight Gummies 100mg - Blackberry,27244,220512-012-BK,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/16/2022,iLAVA,5/11/2022,
Entourage Night Gummies 100mg - Wildberry,27111,220512-012-WB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/15/2022,iLAVA,5/11/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,27104,220727-001,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",11/15/2022,ZENZONA,7/26/2022,
zenzona Vegan Gummies Wildberry 100mg - Indica,27101,220822-004-ZWB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/15/2022,ZENZONA,8/21/2022,
Magma Sugar Wax 1g - Ol Cherry,26201,220825-006,Ol Cherry,"Forever 46, LLC - 00000057DCHF00477864",11/9/2022,iLAVA,8/24/2022,
Elemental Dablicator 1000mg - Forest Fire,26663,DABFF-220720-004,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",11/14/2022,iLAVA,7/20/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,27056,220727-001,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",11/14/2022,ZENZONA,7/26/2022,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,26801,220822-004-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/14/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies 1:1 (50mg THC/50mg CBD) Yuzu - Hybrid,26780,220822-004-YUZ,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/10/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies 2:1 (200mg CBD/100mg THC) Honeydew - Sativa,26665,220822-004-HD,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/10/2022,ZENZONA,8/22/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,26649,220727-001,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",11/8/2022,ZENZONA,7/26/2022,
Lumen Budder 1g - AMF OG,19964,220720-008,AMF OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/2/2022,iLAVA,7/19/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,26612,220727-001,Wedding Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",11/9/2022,ZENZONA,7/26/2022,
Elemental Dablicator 1000mg - Blue Dream X,26538,DABBD-220720-001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",11/11/2022,iLAVA,7/19/2022,
Elemental Dablicator 1000mg - GMO,26577,DABGM-220803-003,GMO,"Forever 46, LLC - 00000057DCHF00477864",11/11/2022,iLAVA,8/2/2022,
zenzona Vegan Gummies 1:1 (50mg THC/50mg CBD) Yuzu - Hybrid,26523,220822-004-YUZ,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/8/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,26519,220822-004-PP,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/9/2022,ZENZONA,8/22/2022,
zenzona Vegan Gummies Wildberry 100mg - Indica,26513,220822-004-ZWB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/8/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,26512,220822-004-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/7/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies Watermelon 100mg - Indica,26194,220822-004-ZWA,Hybrid Blend,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",11/8/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,26193,220727-001,Wedding Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",11/7/2022,ZENZONA,7/26/2022,
zenzona Vegan Gummies 1:1 (50mg THC/50mg CBD) Yuzu - Hybrid,26111,220822-004-YUZ,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/2/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,26106,220727-001,Hybrid Blend,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",11/3/2022,ZENZONA,7/26/2022,
zenzona Vegan Gummies Watermelon 100mg - Indica,25976,220822-004-ZWA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/2/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,25008,220727-001,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",10/24/2022,ZENZONA,7/26/2022,
zenzona Vegan Gummies Wildberry 100mg - Indica,25941,220822-004-ZWB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",11/2/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies Pineberry 100mg RSO - Indica,25939,220727-001,Wedding Cake,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",11/1/2022,ZENZONA,7/26/2022,
Elemental Dablicator 1000mg - Kosher Kush,25935,DABKK-220803-001,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",11/3/2022,iLAVA,8/2/2022,
Elemental Dablicator 1000mg - Amnesia OG,25855,DABAO-220803-002,Amnesia OG,"Forever 46, LLC - 00000057DCHF00477864",11/2/2022,iLAVA,8/2/2022,
Entourage Night Gummies 100mg - Wildberry,25829,220512-012-WB,Hybrid Blend,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",11/1/2022,iLAVA,5/11/2022,
Entourage Night Gummies 100mg - Watermelon,25739,220512-012-WM,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/31/2022,iLAVA,5/11/2022,
Entourage Day Gummies 100mg - Blood Orange,25734,220512-012-BO,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/31/2022,iLAVA,5/11/2022,
zenzona Vegan Gummies 2:1 (200mg CBD/100mg THC) Honeydew - Sativa,25453,220822-004-HD,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/27/2022,ZENZONA,8/22/2022,
zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid,25138,220822-004-CH,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/25/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,24653,220822-004-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/17/2022,ZENZONA,8/21/2022,
zenzona Vegan Gummies Grapefruit 100mg - Sativa,24544,220822-004-GR,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/17/2022,ZENZONA,8/22/2022,
zenzona Vegan Gummies Strawberry 100mg - Hybrid,24221,220519-001-ST,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/13/2022,ZENZONA,5/18/2022,
zenzona Vegan Gummies Prickly Pear 100mg - Hybrid,24219,220519-001-PP,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/13/2022,ZENZONA,5/18/2022,
Entourage Twilight Gummies 100mg - Blueberry,11249,220217-001-TB,Hybrid Blend,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",5/25/2022,iLAVA,2/16/2022,
zenzona Vegan Gummies Wildberry 100mg - Indica,24085,220519-001-ZWB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/11/2022,ZENZONA,5/18/2022,
zenzona Vegan Gummies Watermelon 100mg - Indica,24059,220519-001-ZWA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/11/2022,ZENZONA,5/18/2022,
iLAVA Touch Bamboo 3.75oz. (380mg THC/320mg CBD) - Hybrid,24034,220914-001,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/11/2022,iLAVA,9/13/2022,
zenzona Vegan Gummies Jabuticaba 100mg - Indica,23672,220519-001-JA,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/5/2022,ZENZONA,5/18/2022,
Lumen Budder 1g - MAC Stomper,23637,220720-010,MAC Stomper,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",10/7/2022,iLAVA,7/19/2022,
zenzona Vegan Gummies Strawberry 100mg - Hybrid,23511,220519-001-ST,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/4/2022,ZENZONA,5/18/2022,
Magma Sugar Wax 1g - Blue Dream X,15743,220613-001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",7/25/2022,iLAVA,6/12/2022,
Magma Crumble 1g - Forza San Souci,17321,220725-001,Forza San Souci,"Forever 46, LLC - 00000057DCHF00477864",8/11/2022,iLAVA,7/24/2022,
Magma Crumble 1g - Orange Apricot x MAC,18529,220802-005,Orange Apricot x MAC,"Forever 46, LLC - 00000057DCHF00477864",8/19/2022,iLAVA,8/1/2022,
Magma Budder 1g - Blackout Bobby,16241,220720-009,Blackout Bobby,"Forever 46, LLC - 00000057DCHF00477864",7/29/2022,iLAVA,7/19/2022,
Lumen Budder 1g - AMF OG,19964,220720-008,AMF OG,"Forever 46, LLC DBA: The Downtown Dispensary - Med (CULT)",9/2/2022,iLAVA,7/19/2022,
zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica,23298,220519-001-BB,Hybrid Blend,"Forever 46, LLC - 00000057DCHF00477864",10/3/2022,ZENZONA,5/18/2022,
