"","Products.Brand.Name","Inventory.Conversion.Inputs.Outputs.Output.Product","Strain.Name","Inventory.Conversions.Batch.Name","Inventory.Conversion.Inputs.Outputs.Output.Package.ID","Batch.Harvest.Date","Batch.Lab.Results.Lab.Result.URL","Products.Vendor.Name","Inventory.Producer.Name","Manufacturing.Date"
"93","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Mellow Squirt x Cherry Treat","Mellow Squirt x Cherry Treat","MSQ-240117.01-W3-4pkIPR",56877,"2024-01-17",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,NA
"94","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Cherry Treat x Mendo Dosi","Cherry Treat x Mendo Dosi","ChryTrt-231130.01-W48-4pkIPR",56876,"2023-11-30",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,NA
"95","High Scorez","High Scorez Comboz Infused 4pk Prerolls 2.4g - Strawberry Mo'nana x Blue Dream X","Strawberry Mo'nana x Blue Dream X","SMo-231116.01-W46-4pkIPR",56875,"2023-11-16",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,NA
"96","iLAVA","Magma Budder 2.5g - Fresh Fritter","Fresh Fritter","240130-004",56874,"2023-11-30","https://orders.confidentcannabis.com/report/public/pdf/db7bb557-28c1-4532-a66c-0738ffe0c183","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-01-30"
"97","iLAVA","Magma Budder 1g - Fresh Fritter","Fresh Fritter","240130-004",56873,"2023-11-30","https://orders.confidentcannabis.com/report/public/pdf/db7bb557-28c1-4532-a66c-0738ffe0c183","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-01-30"
"98","iLAVA","GOLD Disposable Cartridge 1000mg - Purple Punch","Purple Punch","231121-006PP",56870,"2023-07-17","http://tinyurl.com/5nhdb5wv","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"99","GRÄS Cannabis","Maui Berry White 3.5g","Maui Berry White","MBWV10#1",56849,"2023-11-20","https://share.confidentcannabis.com/samples/public/share/36328aef-7df0-4cf4-b37f-b224fabebff6","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"100","GRÄS Cannabis","Mr. Bill 3.5g","Mr. Bill","MRB12",56845,"2023-11-20","https://share.confidentcannabis.com/samples/public/share/13cef188-b4a4-466d-81e2-3313d2642995","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"101","GRÄS Cannabis","Tiki Head 3.5g","Tiki Head","TKH15",56844,"2023-11-20","https://share.confidentcannabis.com/samples/public/share/f5a7966d-2383-4e51-837f-9a1a8fb7632b","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"102","ZENZONA","zenzona Vegan Gummies Pineberry 100mg RSO - Indica","Indica","230607-001RSO-PB",56843,"2023-05-02","https://lims.tagleaf.com/coas/FFokcNVI2iVLNcQK9f1RBGVDkCGk6UZ0uXb8WqdsZDIv9ZTkH5","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2023-07-31"
"103","iLAVA","ClearGold Cartridge 1000mg - Blue Widow","Blue Widow","231121-006BW",56841,"2023-07-17","https://orders.confidentcannabis.com/report/public/pdf/aaf6c1c1-c76c-4c50-a997-5f78ac83ca85","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-02-06"
"104","iLAVA","ClearGold Cartridge 500mg - Blue Widow","Blue Widow","231121-006BW",56840,"2023-07-17","https://orders.confidentcannabis.com/report/public/pdf/aaf6c1c1-c76c-4c50-a997-5f78ac83ca85","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-02-06"
"105","iLAVA","ClearGold Cartridge 1000mg - Northern Lights","Northern Lights","231121-006NL",56818,"2023-07-17","https://orders.confidentcannabis.com/report/public/pdf/4f24be0d-a04a-400a-891f-67eedf46fead","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"106","iLAVA","ClearGold Cartridge 500mg - Northern Lights","Northern Lights","231121-006NL",56817,"2023-07-17","https://orders.confidentcannabis.com/report/public/pdf/4f24be0d-a04a-400a-891f-67eedf46fead","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-02-06"
"107","iLAVA","Magma Sugar Wax 2.5g - Blue Dream X","Blue Dream X","240117-004",56805,"2023-10-17","https://orders.confidentcannabis.com/report/public/pdf/bdbf6381-6d09-44a0-984c-7e877bf265d9","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-01-17"
"108","iLAVA","Magma Sugar Wax 1g - Blue Dream X","Blue Dream X","240117-004",56804,"2023-10-17","https://orders.confidentcannabis.com/report/public/pdf/bdbf6381-6d09-44a0-984c-7e877bf265d9","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-01-17"
"109","iLAVA","Magma Sugar Wax 2.5g - Cali Lightning","Cali Lightning","240130-006",56768,"2023-11-16","https://orders.confidentcannabis.com/report/public/pdf/7e16047b-6240-44f4-9244-de110661472d","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-01-30"
"110","iLAVA","ClearGold Cartridge 1000mg - Blue Dream","Blue Dream","231121-006BD",56767,"2023-07-17","https://orders.confidentcannabis.com/report/public/pdf/21c699f5-65b4-4309-8f97-e76de7126612","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"111","iLAVA","ClearGold Cartridge 500mg - Blue Dream","Blue Dream","231121-006BD",56766,"2023-07-17","https://orders.confidentcannabis.com/report/public/pdf/21c699f5-65b4-4309-8f97-e76de7126612","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"112","iLAVA","ClearGold Cartridge 1000mg - Pineapple Express","Pineapple Express","231221-004CGPE",56765,"2022-12-27","https://orders.confidentcannabis.com/report/public/pdf/4ccfc93b-66d5-4d8d-b96e-8aa463475dc6","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2023-12-21"
"113","iLAVA","ClearGold Cartridge 500mg - Pineapple Express","Pineapple Express","231221-004CGPE",56764,"2022-12-27","https://orders.confidentcannabis.com/report/public/pdf/4ccfc93b-66d5-4d8d-b96e-8aa463475dc6","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"114","GRÄS Cannabis","Apple Burger #1 3.5g","Apple Burger #1","231219-001",56761,"2023-11-15","https://orders.confidentcannabis.com/report/public/pdf/6b38e528-1f42-4811-bf69-1da3de823c02","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","2024-03-13"
"115","GRÄS Cannabis","Fatso 3.5g","Fatso","240124-007",56760,"2024-01-23","https://orders.confidentcannabis.com/report/public/pdf/c297586e-6e13-4fa3-9fde-a214287a5025","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","2024-03-13"
"116","GRÄS Cannabis","Dosi-Breath 3.5g","Dosi-Breath","240124-005",56759,"2024-01-23","https://orders.confidentcannabis.com/report/public/pdf/3c7de9bd-e665-48be-a540-23fca61830c9","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","2024-03-13"
"117","GRÄS Cannabis","Hula Girl 3.5g","Hula Girl","240124-009",56755,"2024-01-23","https://orders.confidentcannabis.com/report/public/pdf/aa5fd60a-b291-469c-bb3d-4931fa32033d","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","2024-03-13"
"118","GRÄS Cannabis","Pico De Gallo 3.5g","Pico De Gallo","240124-015",56754,"2024-01-23","https://orders.confidentcannabis.com/report/public/pdf/a1ae7425-6ecf-4b3c-b829-928cdf349bfe","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC (TME) - 00000126ESDQ50929013","2024-03-13"
"119","GRÄS Cannabis","Marilyn Monroe 3.5g","Marilyn Monroe","240124-012",56753,"2024-01-23","https://orders.confidentcannabis.com/report/public/pdf/c06de5e9-eabe-4b64-820f-b451f8f33e67","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"120","GRÄS Cannabis","Modified Strawnana 3.5g","Modified Strawnana","240124-013",56752,"2024-01-23","https://orders.confidentcannabis.com/report/public/pdf/c5160025-812e-4e53-af06-0e33bd80ce96","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"121","GRÄS Cannabis","Dough-Z 3.5g","Dough-Z","240124-006",56751,"2024-01-23","https://orders.confidentcannabis.com/report/public/pdf/61aecbc5-cd2e-4ae8-8f82-779e40365eb5","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"122","GRÄS Cannabis","G.I. Jane 3.5g","G.I. Jane","240124-008",56749,"2024-01-23","https://orders.confidentcannabis.com/report/public/pdf/278e871c-63ed-49d1-912f-016796fba302","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"123","GRÄS Cannabis","Bubble Gum Pop 3.5g","Bubble Gum Pop","240124-004",56748,"2024-01-23","https://orders.confidentcannabis.com/report/public/pdf/c4e28820-2cf6-4c6e-a67a-ec184904ba7e","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"124","GRÄS Cannabis","Kolache 3.5g","Kolache","240124-011",56747,"2024-01-23","https://orders.confidentcannabis.com/report/public/pdf/71c2c26b-ba5b-4faf-8308-6f9545fd2d82","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"125","Roaring 20s","Roaring 20s REBALANCE 6 Pack Prerolls 3g - Forest Fire","Forest Fire","FoFi-231229.0001-W52",56746,"2023-12-29","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-03-13"
"126","iLAVA","Magma Budder 2.5g - Fatso","Fatso","231019-003",56744,"2023-08-16","https://orders.confidentcannabis.com/report/public/pdf/134ffb6e-72bc-4e6e-b1da-3f581a586819","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"127","iLAVA","iLAVA Touch Airless Pump 1.7oz (180mg THC/150mg CBD) - Hybrid","Hybrid Blend","240110-001A",56736,"2023-07-25","https://orders.confidentcannabis.com/report/public/pdf/6023f1b3-d7cb-4c98-8dff-e1b655726c8d","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-01-10"
"128","iLAVA","Magma Crumble 2.5g - Gary Satan","Gary Satan","231101-002",56735,"2023-09-05","https://orders.confidentcannabis.com/report/public/pdf/5d60dfa2-8ad3-4cf0-8faa-2ac6815b1831","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2023-11-01"
"129","iLAVA","Entourage Night Gummies 100mg - Wildberry","Hybrid Blend","230104-001-WB",56732,"2022-10-03","https://tinyurl.com/2cr2b356","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2023-07-20"
"130","DTF - Downtown Flower","DTF Premium Preroll 1g - Guava Cross","Guava Cross","GuCr-231229.0001-W52",56731,"2023-12-29","https://orders.confidentcannabis.com/report/public/pdf/13d387b8-6fbd-42f2-8e87-c67fc99b3ad4","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"131","Roaring 20s","Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream","Jet Cream","JtCr-231229.0001-W52",56726,"2023-12-29","https://orders.confidentcannabis.com/report/public/pdf/5747e61b-b6fe-42df-b912-d6b9f2e8d6e7","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-03-11"
"132","ZENZONA","zenzona Vegan Gummies Blood Orange 100mg - Sativa","Hybrid Blend","221220-002-ZBLO",56723,"2022-10-03","https://lims.tagleaf.com/coas/RwYYpISmntEUnneJFGALrCDhePsw6LQzR9LlEOqZl4qINv6tfg","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2023-07-26"
"133","GRÄS Cannabis","Sunset Sherb 3.5g","Sunset Sherb","SSherb-231229.0001-W52",56712,"2023-12-29","https://orders.confidentcannabis.com/report/public/pdf/84a9fbf1-4d7b-4b62-98ac-95729160cb0a","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-03-11"
"134","GRÄS Cannabis","Forest Fire 3.5g","Forest Fire","FoFi-231229.0001-W52",56711,"2023-12-29","https://orders.confidentcannabis.com/report/public/pdf/6f59ce13-b82d-441f-879b-f6126555c5fa","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-03-11"
"135","GRÄS Cannabis","Gastropop 3.5g","Gastropop","324s-231229.0001-W52",56700,"2023-12-29","https://orders.confidentcannabis.com/report/public/pdf/af7d90a7-6bc3-4ec1-9d7f-55fe74cd756f","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-03-11"
"136","iLAVA","iLAVA Touch Bamboo 3.75oz. (380mg THC/320mg CBD) - Hybrid","Hybrid Blend","240110-001B",56675,"2023-07-25","https://orders.confidentcannabis.com/report/public/pdf/5fe61f36-b07f-4ac1-9370-6021d1c45ada","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-01-10"
"137","iLAVA","Magma Budder 2.5g - Blue Dream","Blue Dream","240202-001",56654,"2023-11-30","https://orders.confidentcannabis.com/report/public/pdf/e06c1caf-a7b5-491c-9361-59475ba6ce14","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-02-02"
"138","iLAVA","Atomic Cartridge 500mg - Gary Satan","Gary Satan","240228-002",56651,"2023-10-31","https://orders.confidentcannabis.com/report/public/pdf/e58af08e-f26e-4bc8-9e79-3fac3ba61660","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"139","iLAVA","Atomic Cartridge 500mg - Cherry Treat","Cherry Treat","240228-001",56645,"2023-11-16","https://orders.confidentcannabis.com/report/public/pdf/5b2fdc9f-a504-4b54-b323-d86d2e759ee9","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"140","iLAVA","Delta 8 Clarity Cartridge 1000mg - Sundae Driver","Sundae Driver","230503-014CLSD",56641,"2022-10-21","https://orders.confidentcannabis.com/report/public/pdf/32cdbf98-b77c-4a02-930c-1e4d13bfc1cd","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-01-12"
"141","DTF - Downtown Flower","Gelato 14g","Gelato","GLTO-240117.0001-W3",56585,"2024-01-17","https://orders.confidentcannabis.com/report/public/pdf/e6867d9d-8727-41f6-9344-bbc367643981","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"142","DTF - Downtown Flower","Gelato 7g","Gelato","GLTO-240117.0001-W3",56584,"2024-01-17","https://orders.confidentcannabis.com/report/public/pdf/e6867d9d-8727-41f6-9344-bbc367643981","Forever 46, LLC - 00000057DCHF00477864",NA,NA
"143","DTF - Downtown Flower","Gelato 3.5g","Gelato","GLTO-240117.0001-W3",56581,"2024-01-17","https://orders.confidentcannabis.com/report/public/pdf/e6867d9d-8727-41f6-9344-bbc367643981","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-03-07"
"144","High Scorez","High Scorez Sauce Infused Preroll 1.2g - Fatso x Jokerz Treat","Fatso x Jokerz Treat","224-230717.01-W29-IPR",49324,"2023-07-17","https://lims.tagleaf.com/coas/2N8CTBx1JBbH4c5QVsePTOoyNtXwaC4CIgqN8prFojg2W6RFBW","Forever 46, LLC - 00000057DCHF00477864",NA,"2023-09-22"
"145","High Scorez","High Scorez Sauce Infused Preroll 1.2g - Fatso x Jokerz Treat","Fatso x Jokerz Treat","224-230717.01-W29-IPR",49324,"2023-07-17","https://lims.tagleaf.com/coas/2N8CTBx1JBbH4c5QVsePTOoyNtXwaC4CIgqN8prFojg2W6RFBW","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2023-09-22"
