"","Package.ID","Brand","Product","Batch","Strain","Distribution.Chain","Date.of.Harvest","Date.of.Manufacture","Cultivated.By","Laboratory.Testing.Results","Point.of.Intended.Sale","Extraction.Method"
"17",57276,"iLAVA","GOLD Disposable Cartridge 1000mg - Bubba Kush","240102-001DTFBK","Bubba Kush","Forever 46, LLC - 00000057DCHF00477864","11/22/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/6bebeae5-3f3c-4928-9e03-ce5332eff8dd","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"18",57275,"iLAVA","ClearGold Cartridge 500mg - Bubba Kush","240102-001DTFBK","Bubba Kush","Forever 46, LLC - 00000057DCHF00477864","11/22/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/6bebeae5-3f3c-4928-9e03-ce5332eff8dd","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"19",57266,"ZENZONA","zenzona Pineapple 100mg Live Rosin - Hybrid","240319-002-PI","RS #11 X JC","Forever 46, LLC - 00000057DCHF00477864","12/29/2022","03/25/2024","Greenmed, Inc. - 00000113ESLZ23317951",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"20",57265,"ZENZONA","zenzona Green Apple 100mg Live Rosin - Indica","240319-003-GA","Fried Ice Cream","Forever 46, LLC - 00000057DCHF00477864","02/27/2023","03/25/2024","Greenmed, Inc. - 00000113ESLZ23317951",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"21",57259,"ZENZONA","zenzona Mango Chamoy 100mg Live Rosin - Hybrid","240319-001-MC","WAP #27","Forever 46, LLC - 00000057DCHF00477864","05/02/2023","03/25/2024","Greenmed, Inc. - 00000113ESLZ23317951",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"22",57206,"DTF - Downtown Flower","Cherry Treat 14g Smalls - Mid","ChryTrt-240117.0001-W3","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","01/17/2024",NA,"Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/82b653a7-25af-42c3-8d24-70c8ef2bcecc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"23",57191,"DTF - Downtown Flower","Gary Satan 14g Smalls - Mid","325D-240130.0001-W5","Gary Satan","Forever 46, LLC - 00000057DCHF00477864","01/30/2024",NA,"Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/8b0e8c7e-67da-4e92-8c6b-5233386da573","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"24",57176,"DTF - Downtown Flower","Gello 14g Smalls - Mid","Gell-240117.0001-W3","Gello","Forever 46, LLC - 00000057DCHF00477864","01/17/2024",NA,"Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/b600fe75-7e8f-4e30-9cc5-c8bc4fbc144f","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"25",57174,"DTF - Downtown Flower","Wedding Cake 14g Smalls - Mid","WeCa-240130.0001-W5","Wedding Cake","Forever 46, LLC - 00000057DCHF00477864","01/30/2024",NA,"Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/8cd5dd15-4c8b-4fca-925d-21c0228e5dc2","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"26",57172,"DTF - Downtown Flower","Strawberry Mo'nana 14g Smalls - Mid","SMo-240130.0001-W5","Strawberry Mo'nana","Forever 46, LLC - 00000057DCHF00477864","01/30/2024",NA,"Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/13e1ed7e-8135-486c-8845-c1f11af9ef22","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"27",57170,"ZENZONA","zenzona Vegan Gummies Pineberry 100mg RSO - Indica","230607-001RSO-PINE","Indica","Forever 46, LLC - 00000057DCHF00477864","05/02/2023",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"28",57169,"ZENZONA","zenzona Vegan Gummies Italian Zorbet 100mg RSO - Sativa","230811-001-ITZ","Sativa","Forever 46, LLC - 00000057DCHF00477864","06/21/2023",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"29",57168,"ZENZONA","zenzona Vegan Gummies Brazilian Grape 100mg - Indica","221220-002-BRAG","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"30",57166,"ZENZONA","zenzona Vegan Gummies 2:1 (100mg THC/50mg CBD) Blueberry - Indica","221220-002-BLB","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"31",57165,"ZENZONA","zenzona Vegan Gummies Wildberry 100mg - Indica","221220-002-ZWIL","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"32",57164,"iLAVA","iLAVA Touch Bamboo 3.75oz. (380mg THC/320mg CBD) - Hybrid","240110-001B","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","07/25/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/5fe61f36-b07f-4ac1-9370-6021d1c45ada","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"33",57163,"ZENZONA","zenzona Vegan Gummies Watermelon 100mg - Indica","221220-002-ZWAT","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"34",57162,"ZENZONA","zenzona Vegan Gummies 1:1 (100mg CBD/100mg THC) Cherry - Hybrid","221220-002-CHE","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"35",57161,"ZENZONA","zenzona Vegan Gummies Strawberry 100mg - Hybrid","221220-0002-SB","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"36",57160,"ZENZONA","zenzona Vegan Gummies 1:1 (100mgCBD/100mg THC) Sour Citrus - Hybrid","221220-002-SOUR","Hybrid Blend","Forever 46, LLC - 00000057DCHF00477864","10/03/2022",NA,"Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
