"","Package.ID","Brand","Product","Batch","Strain","Distribution.Chain","Date.of.Harvest","Date.of.Manufacture","Cultivated.By","Laboratory.Testing.Results","Point.of.Intended.Sale","Extraction.Method"
"1","64199","iLAVA","Magma Sugar Wax 2.5g - Snozz Berry Haze","241121-001","Snozz Berry Haze","Forever 46, LLC - 00000057DCHF00477864","9/24/2024","12/2/2024","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/d28ec2d6-be97-4554-9b84-298ff35b51a8","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2","64198","iLAVA","Magma Sugar Wax 1g - Snozz Berry Haze","241121-001","Snozz Berry Haze","Forever 46, LLC - 00000057DCHF00477864","9/24/2024","12/2/2024","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/d28ec2d6-be97-4554-9b84-298ff35b51a8","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"3","64219","iLAVA","Magma Sugar Wax 2.5g - Hibiscuits","241121-002","Hibiscuits","Forever 46, LLC - 00000057DCHF00477864","9/24/2024","12/3/2024","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/8e78c5c0-db5e-4378-a258-cc86e3ec609f","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"4","64218","iLAVA","Magma Sugar Wax 1g - Hibiscuits","241121-002","Hibiscuits","Forever 46, LLC - 00000057DCHF00477864","9/24/2024","12/3/2024","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/8e78c5c0-db5e-4378-a258-cc86e3ec609f","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"5","64215","iLAVA","Magma Budder 2.5g - Golden Tropics","241121-004","Golden Tropics","Forever 46, LLC - 00000057DCHF00477864","9/24/2024","12/3/2024","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/0d0dc1f1-45cc-4b1e-9072-4449753cb9d1","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"6","64214","iLAVA","Magma Budder 1g - Golden Tropics","241121-004","Golden Tropics","Forever 46, LLC - 00000057DCHF00477864","9/24/2024","12/3/2024","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/0d0dc1f1-45cc-4b1e-9072-4449753cb9d1","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"7","64197","iLAVA","ClearGold Cartridge 1000mg - Blue Dream","240624-002BD","Blue Dream","Forever 46, LLC - 00000057DCHF00477864","5/7/2024","12/2/2024","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/3bac1c4c-6cd5-4b92-85ac-f59a9fa316b0","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"8","64196","iLAVA","ClearGold Cartridge 500mg - Blue Dream","240624-002BD","Blue Dream","Forever 46, LLC - 00000057DCHF00477864","5/7/2024","12/2/2024","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/3bac1c4c-6cd5-4b92-85ac-f59a9fa316b0","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
