"","Products.Brand.Name","Inventory.Conversion.Inputs.Outputs.Output.Product","Strain.Name","Inventory.Conversions.Batch.Name","Inventory.Conversion.Inputs.Outputs.Output.Package.ID","Batch.Harvest.Date","Batch.Lab.Results.Lab.Result.URL","Products.Vendor.Name","Inventory.Producer.Name","Manufacturing.Date"
"1","iLAVA","Molecular Live Resin Cartridge 500mg - Dweebz","Dweebz","240319-002LR",57554,"2024-02-27","https://orders.confidentcannabis.com/report/public/pdf/e491d575-382a-4822-a559-112495fbb4a3","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-03-19"
"2","iLAVA","Molecular Live Resin Cartridge 500mg - Jet Cream","Jet Cream","240319-005LR",57553,"2024-02-27","https://orders.confidentcannabis.com/report/public/pdf/a93c81d8-df37-4567-a20f-5320e4a2c361","Forever 46, LLC - 00000057DCHF00477864","Forever 46, LLC - 00000057DCHF00477864","2024-03-19"
