"Product","Package ID","Batch","Strain","Vendor","Date of manufacture","Brand","Harvest date","Producer"
Roaring 20s REST 6 Pack Prerolls 3g - White Truffle,39461,317s-221222.0001,White Truffle,,,Roaring 20s,12/22/2022,
Larry Lem OG 7g - Value,39552,Larry Lem OG-230221.0001,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",4/12/2023,DTF - Downtown Flower,2/21/2023,
DTF Premium Preroll 1g - nu TGK,39550,ntgk-230117.0001,nu TGK,"Forever 46, LLC - 00000057DCHF00477864",4/12/2023,DTF - Downtown Flower,1/17/2023,
Forest Fire 14g - Mid,38942,218-230117.0001,Forest Fire,,,DTF - Downtown Flower,1/17/2023,
Jokerz Candy 7g - Value,38953,264A-230117.0001,Jokerz Candy,,,DTF - Downtown Flower,1/17/2023,
Larry Lem OG 14g - Value,39547,Larry Lem OG-230221.0001,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",4/12/2023,DTF - Downtown Flower,2/21/2023,
Gastropop 3.5g - Signature,39546,324s-230117.0001,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",4/12/2023,DTF - Downtown Flower,1/17/2023,
Apple Fritter 14g - Mid,39392,228-230117.0001,Apple Fritter,,,DTF - Downtown Flower,1/17/2023,
Marshmellow Squirt 3.5g - Signature,37297,Marshmellow Squirt-221227.0001,Marshmellow Squirt,,,DTF - Downtown Flower,12/27/2022,
Apple Fritter 7g - Mid,39388,228-230117.0001,Apple Fritter,,,DTF - Downtown Flower,1/17/2023,
Blue Dream X 14g - Mid,39415,272X-230117.0001,Blue Dream X,,,DTF - Downtown Flower,1/17/2023,
DTF Premium Preroll 1g - Blue Dream X,39023,272X-221226.0001,Blue Dream X,,,DTF - Downtown Flower,12/26/2022,
Roaring 20s REBALANCE 6 Pack Prerolls 3g - Forest Fire,39118,218-221227.0001,Forest Fire,,,Roaring 20s,12/27/2022,
Roaring 20s REST 6 Pack Prerolls 3g - White Truffle,39461,317s-221222.0001,White Truffle,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,Roaring 20s,12/22/2022,
Roaring 20s REST 6 Pack Prerolls 3g - Gary Satan,39173,325D-221122.0001,Gary Satan,,,Roaring 20s,11/22/2022,
DTF Premium Preroll 1g - Emergency,39319,Eme-221227.0001,Emergency,,,DTF - Downtown Flower,12/27/2022,
Jokerz Candy 28g - Value,38821,264A-230117.0001,Jokerz Candy,,,DTF - Downtown Flower,1/17/2023,
Monkey Nougat 28g - Value,39313,323s-230117.0001,Monkey Nougat,,,DTF - Downtown Flower,1/17/2023,
Monkey Nougat 14g - Value,39316,323s-230117.0001,Monkey Nougat,,,DTF - Downtown Flower,1/17/2023,
ICS 3.5g - Signature,39427,318-230117.0001,Ice Cream Social,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,DTF - Downtown Flower,1/17/2023,
Marshmellow Squirt 3.5g - Signature,39425,Marshmellow Squirt-230117.0001,Marshmellow Squirt,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,DTF - Downtown Flower,1/17/2023,
Gaschata 3.5g - Signature,39424,271-230221.0001,Gaschata,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,DTF - Downtown Flower,2/21/2023,
Blue Dream X 14g - Mid,39415,272X-230117.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,DTF - Downtown Flower,1/17/2023,
Roaring 20s ROAR 6 Pack Prerolls 3g - Orange Wafers,39310,308A-221215.0001,Orange Wafers,,,Roaring 20s,12/15/2022,
Apple Fritter 14g - Mid,39392,228-230117.0001,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,DTF - Downtown Flower,1/17/2023,
Apple Fritter 7g - Mid,39388,228-230117.0001,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",4/11/2023,DTF - Downtown Flower,1/17/2023,
Sacrilegious 7g - Mid,39339,Sac-230117.0001,Sacrilegious,"Forever 46, LLC - 00000057DCHF00477864",4/10/2023,DTF - Downtown Flower,1/17/2023,
DTF Premium Preroll 1g - Emergency,39319,Eme-221227.0001,Emergency,"Forever 46, LLC - 00000057DCHF00477864",4/10/2023,DTF - Downtown Flower,12/27/2022,
Monkey Nougat 14g - Value,39316,323s-230117.0001,Monkey Nougat,"Forever 46, LLC - 00000057DCHF00477864",4/10/2023,DTF - Downtown Flower,1/17/2023,
Monkey Nougat 28g - Value,39313,323s-230117.0001,Monkey Nougat,"Forever 46, LLC - 00000057DCHF00477864",4/10/2023,DTF - Downtown Flower,1/17/2023,
Roaring 20s ROAR 6 Pack Prerolls 3g - Orange Wafers,39310,308A-221215.0001,Orange Wafers,"Forever 46, LLC - 00000057DCHF00477864",4/10/2023,Roaring 20s,12/15/2022,
High Scorez Sauce Infused Preroll 1.2g - Kosher Kush x Blueberry Muffinz,37587,230322.0003-IPR,Kosher Kush x Blueberry Muffinz,,,High Scorez,,
Jet Cream 3.5g - Mid (Sample),39298,HRCH-230221.0001,Jet Cream,"Forever 46, LLC - 00000057DCHF00477864",4/10/2023,DTF - Downtown Flower,2/21/2023,
Gelato 3.5g - Mid (Sample),39297,GLTO-230221.0001,Gelato,"Forever 46, LLC - 00000057DCHF00477864",4/10/2023,DTF - Downtown Flower,2/21/2023,
Sunset Sherbet 3.5g - Mid (Sample),39296,SUNS-230221.0001,Sunset Sherbet,"Forever 46, LLC - 00000057DCHF00477864",4/10/2023,DTF - Downtown Flower,2/21/2023,
Wedding Cake 3.5g - Mid (Sample),39295,WeCa-230221.0001,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",4/10/2023,DTF - Downtown Flower,2/21/2023,
Guava Cross 3.5g - Mid (Sample),39215,GuCr-230221.0001,Guava Cross,"Forever 46, LLC - 00000057DCHF00477864",4/7/2023,DTF - Downtown Flower,2/21/2023,
High Scorez Sauce Infused Preroll 1.2g - Sonoran Lava x Prickly Pear Pie,37588,230322.0004-IPR,Sonoran Lava x Prickly Pear Pie,,,High Scorez,,
Roaring 20s REST 6 Pack Prerolls 3g - Gary Satan,39173,325D-221122.0001,Gary Satan,"Forever 46, LLC - 00000057DCHF00477864",4/7/2023,Roaring 20s,11/22/2022,
Roaring 20s REST 6 Pack Prerolls 3g - Gello,38589,230-221122.0001,Gello,"Forever 46, LLC - 00000057DCHF00477864",4/2/2023,Roaring 20s,11/22/2022,
DTF Premium Preroll 1g - Kosher Kush,38916,235-221109.0001,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",4/5/2023,DTF - Downtown Flower,11/9/2022,
Larry Lem OG 3.5g - Mid,38652,Larry Lem OG-230117.0001-W03,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",4/3/2023,DTF - Downtown Flower,1/17/2023,
Sonoran Lava 28g - Mid,38810,290D-230117.0001,Sonoran Lava,"Forever 46, LLC - 00000057DCHF00477864",4/4/2023,DTF - Downtown Flower,1/17/2023,
Roaring 20s REBALANCE 6 Pack Prerolls 3g - Forest Fire,39118,218-221227.0001,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",4/7/2023,Roaring 20s,12/27/2022,
DTF Premium Preroll 1g - Kosher Kush,38916,235-221109.0001,Kosher Kush,,,DTF - Downtown Flower,11/9/2022,
DTF Premium Preroll 1g - Kosher Kush,38916,235-221109.0001,Kosher Kush,,,DTF - Downtown Flower,11/9/2022,
Roaring 20s REST 6 Pack Prerolls 3g - Gello,38589,230-221122.0001,Gello,,,Roaring 20s,11/22/2022,
Jokerz Candy 14g - Value,38819,264A-230117.0001,Jokerz Candy,,,DTF - Downtown Flower,1/17/2023,
Zack's Rhino 3.5g - Mid,38723,291C-230103.0001,Zack's Rhino,,,DTF - Downtown Flower,1/3/2023,
Larry Lem OG 3.5g - Mid,38652,Larry Lem OG-230117.0001-W03,Larry Lem OG,,,DTF - Downtown Flower,1/17/2023,
DTF Premium Preroll 1g - Blue Dream X,39023,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",4/7/2023,DTF - Downtown Flower,12/26/2022,
Sonoran Lava 14g - Mid,38805,290D-230117.0001,Sonoran Lava,,,DTF - Downtown Flower,1/17/2023,
Sonoran Lava 28g - Mid,38810,290D-230117.0001,Sonoran Lava,,,DTF - Downtown Flower,1/17/2023,
Jokerz Candy 7g - Value,38953,264A-230117.0001,Jokerz Candy,"Forever 46, LLC - 00000057DCHF00477864",4/6/2023,DTF - Downtown Flower,1/17/2023,
Forest Fire 14g - Mid,38942,218-230117.0001,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",4/6/2023,DTF - Downtown Flower,1/17/2023,
DTF Premium Preroll 1g - Kosher Kush,38916,235-221109.0001,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",4/6/2023,DTF - Downtown Flower,11/9/2022,
Monkey Nougat 3.5g - Mid,38265,323s-221227.0001,Monkey Nougat,"Forever 46, LLC - 00000057DCHF00477864",3/30/2023,DTF - Downtown Flower,12/27/2022,
Forest Fire 7g - Mid,38554,218-230117.0001,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",4/2/2023,DTF - Downtown Flower,1/17/2023,
DTS 3.5g - Value,38269,DTS-230103.0001,DTS,"Forever 46, LLC - 00000057DCHF00477864",3/30/2023,DTF - Downtown Flower,1/3/2023,
DTS 28g - Value,38241,DTS-230103.0001,DTS,"Forever 46, LLC - 00000057DCHF00477864",3/29/2023,DTF - Downtown Flower,1/3/2023,
DTS 14g - Value,38264,DTS-230103.0001,DTS,"Forever 46, LLC - 00000057DCHF00477864",3/30/2023,DTF - Downtown Flower,1/3/2023,
Jokerz Candy 28g - Value,38821,264A-230117.0001,Jokerz Candy,"Forever 46, LLC - 00000057DCHF00477864",4/5/2023,DTF - Downtown Flower,1/17/2023,
Jokerz Candy 14g - Value,38819,264A-230117.0001,Jokerz Candy,"Forever 46, LLC - 00000057DCHF00477864",4/5/2023,DTF - Downtown Flower,1/17/2023,
Sonoran Lava 28g - Mid,38810,290D-230117.0001,Sonoran Lava,"Forever 46, LLC - 00000057DCHF00477864",4/5/2023,DTF - Downtown Flower,1/17/2023,
Sonoran Lava 14g - Mid,38805,290D-230117.0001,Sonoran Lava,"Forever 46, LLC - 00000057DCHF00477864",4/5/2023,DTF - Downtown Flower,1/17/2023,
DTS 14g - Value,38264,DTS-230103.0001,DTS,,,DTF - Downtown Flower,1/3/2023,
DTS 28g - Value,38241,DTS-230103.0001,DTS,,,DTF - Downtown Flower,1/3/2023,
DTS 3.5g - Value,38269,DTS-230103.0001,DTS,,,DTF - Downtown Flower,1/3/2023,
Monkey Nougat 3.5g - Mid,38265,323s-221227.0001,Monkey Nougat,,,DTF - Downtown Flower,12/27/2022,
Gello 3.5g - Mid,38546,230-230117.0001,Gello,,,DTF - Downtown Flower,1/17/2023,
Forest Fire 7g - Mid,38554,218-230117.0001,Forest Fire,,,DTF - Downtown Flower,1/17/2023,
Zack's Rhino 3.5g - Mid,38723,291C-230103.0001,Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",4/4/2023,DTF - Downtown Flower,1/3/2023,
High Scorez Sauce Infused Preroll 1.2g - Emergency,38720,230404.0003-IPR,Emergency,"Forever 46, LLC - 00000057DCHF00477864",4/4/2023,High Scorez,12/27/2022,
High Scorez Sauce Infused Preroll 1.2g - Marshmellow Squirt x Kush Mints,38719,230404.0002-IPR,Marshmellow Squirt x Kush Mints,"Forever 46, LLC - 00000057DCHF00477864",4/4/2023,High Scorez,12/27/2022,
High Scorez Sauce Infused Preroll 1.2g - DTS x Ol Cherry,38709,230404.0001-IPR,DTS x Ol Cherry,"Forever 46, LLC - 00000057DCHF00477864",4/4/2023,High Scorez,1/3/2023,
Larry Lem OG 3.5g - Mid,38652,Larry Lem OG-230117.0001-W03,Larry Lem OG,,4/4/2023,DTF - Downtown Flower,1/17/2023,
Roaring 20s REST 6 Pack Prerolls 3g - Gello,38589,230-221122.0001,Gello,"Forever 46, LLC - 00000057DCHF00477864",4/3/2023,Roaring 20s,11/22/2022,
Forest Fire 7g - Mid,38554,218-230117.0001,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",4/3/2023,DTF - Downtown Flower,1/17/2023,
Truffaloha 3.5g - Value,37300,302s-230103.0001,Truffaloha,"Forever 46, LLC - 00000057DCHF00477864",3/19/2023,DTF - Downtown Flower,1/3/2023,
Sonoran Lava 3.5g - Signature,36023,290D-221227.0001,Sonoran Lava,"Forever 46, LLC - 00000057DCHF00477864",3/5/2023,DTF - Downtown Flower,12/27/2022,
Roaring 20s REBALANCE 6 Pack Prerolls 3g - Larry Lem OG,38126,Larry Lem OG-221122.0001,Larry Lem OG,"Forever 46, LLC - 00000057DCHF00477864",3/28/2023,Roaring 20s,11/22/2022,
Jokerz Candy 3.5g - Signature,36036,JRK CNDY-221227.0001,Jokerz Candy,"Forever 46, LLC - 00000057DCHF00477864",3/5/2023,DTF - Downtown Flower,12/27/2022,
High Scorez Sauce Infused Preroll 1.2g - Om Cookies x Orange Guava,36103,230307.0002-IPR,Om Cookies x Orange Guava,"Forever 46, LLC - 00000057DCHF00477864",3/6/2023,High Scorez,12/22/2022,
Gello 14g - Mid,33682,230-221109.0001,Gello,"Forever 46, LLC - 00000057DCHF00477864",2/2/2023,DTF - Downtown Flower,11/9/2022,
DTF Premium Preroll 1g - Mystery 1,35815,666-221026.0001,Mystery 1,"Forever 46, LLC - 00000057DCHF00477864",3/1/2023,DTF - Downtown Flower,10/26/2022,
DTF Premium Preroll 1g - Monkey Nougat,38135,323s-221026.0001,Monkey Nougat,"Forever 46, LLC - 00000057DCHF00477864",3/28/2023,DTF - Downtown Flower,10/26/2022,
Blue Dream X 14g - Value,37079,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",3/15/2023,DTF - Downtown Flower,12/26/2022,
Gello 3.5g - Mid,38546,230-230117.0001,Gello,"Forever 46, LLC - 00000057DCHF00477864",4/3/2023,DTF - Downtown Flower,1/17/2023,
DTS 3.5g - Value,38269,DTS-230103.0001,DTS,"Forever 46, LLC - 00000057DCHF00477864",3/31/2023,DTF - Downtown Flower,1/3/2023,
Sonoran Lava 3.5g - Signature,36023,290D-221227.0001,Sonoran Lava,,,DTF - Downtown Flower,12/27/2022,
Jokerz Candy 3.5g - Signature,36036,JRK CNDY-221227.0001,Jokerz Candy,,,DTF - Downtown Flower,12/27/2022,
Truffaloha 3.5g - Value,37300,302s-230103.0001,Truffaloha,,,DTF - Downtown Flower,1/3/2023,
Monkey Nougat 3.5g - Mid,38265,323s-221227.0001,Monkey Nougat,"Forever 46, LLC - 00000057DCHF00477864",3/31/2023,DTF - Downtown Flower,12/27/2022,
DTS 14g - Value,38264,DTS-230103.0001,DTS,"Forever 46, LLC - 00000057DCHF00477864",3/31/2023,DTF - Downtown Flower,1/3/2023,
DTS 28g - Value,38241,DTS-230103.0001,DTS,"Forever 46, LLC - 00000057DCHF00477864",3/30/2023,DTF - Downtown Flower,1/3/2023,
DTF Premium Preroll 1g - Monkey Nougat,38135,323s-221026.0001,Monkey Nougat,,,DTF - Downtown Flower,10/26/2022,
Roaring 20s REBALANCE 6 Pack Prerolls 3g - Larry Lem OG,38126,Larry Lem OG-221122.0001,Larry Lem OG,,,Roaring 20s,11/22/2022,
High Scorez Sauce Infused Preroll 1.2g - Om Cookies x Orange Guava,36103,230307.0002-IPR,Om Cookies x Orange Guava,,,High Scorez,,
Roaring 20s REST 6 Pack Prerolls 3g - Ganja Blanca,38004,GB-221026.0001,Ganja Blanca,"Forever 46, LLC - 00000057DCHF00477864",3/26/2023,Roaring 20s,10/26/2022,
High Scorez Sauce Infused Preroll 1.2g - Mendo Dosi x Cotton Kush,36105,230307.0003-IPR,Mendo Dosi x Cotton Kush,"Forever 46, LLC - 00000057DCHF00477864",3/6/2023,High Scorez,10/26/2022,
Gello 28g - Mid,33680,230-221026.0001,Gello,"Forever 46, LLC - 00000057DCHF00477864",1/31/2023,DTF - Downtown Flower,10/26/2022,
Gello 14g - Mid,33682,230-221109.0001,Gello,"Forever 46, LLC - 00000057DCHF00477864",2/2/2023,DTF - Downtown Flower,11/9/2022,
DTF Premium Preroll 1g - Oreoz Mode,37641,OMO-221222.0001,Oreoz Mode,"Forever 46, LLC - 00000057DCHF00477864",3/22/2023,DTF - Downtown Flower,12/22/2022,
DTF Premium Preroll 1g - A La Oreoz,38056,ALO-221227.0001,A La Oreoz,"Forever 46, LLC - 00000057DCHF00477864",3/27/2023,DTF - Downtown Flower,12/27/2022,
Blue Dream X 14g - Value,37079,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",3/15/2023,DTF - Downtown Flower,12/26/2022,
A La Oreoz 3.5g - Mid,34128,ALO-221222.0001,A La Oreoz,"Forever 46, LLC - 00000057DCHF00477864",2/9/2023,DTF - Downtown Flower,12/22/2022,
A La Oreoz 28g - Mid,34140,ALO-221222.0001,A La Oreoz,"Forever 46, LLC - 00000057DCHF00477864",2/9/2023,DTF - Downtown Flower,12/22/2022,
A La Oreoz 14g - Mid,34102,ALO-221222.0001,A La Oreoz,"Forever 46, LLC - 00000057DCHF00477864",2/8/2023,DTF - Downtown Flower,12/22/2022,
Roaring 20s REST 6 Pack Prerolls 3g - Ganja Blanca,38004,GB-221026.0001,Ganja Blanca,,,Roaring 20s,10/26/2022,
DTF Premium Preroll 1g - A La Oreoz,38056,ALO-221227.0001,A La Oreoz,,,DTF - Downtown Flower,12/27/2022,
DTF Premium Preroll 1g - A La Oreoz,38056,ALO-221227.0001,A La Oreoz,"Forever 46, LLC - 00000057DCHF00477864",3/28/2023,DTF - Downtown Flower,12/27/2022,
Roaring 20s REST 6 Pack Prerolls 3g - Ganja Blanca,38004,GB-221026.0001,Ganja Blanca,"Forever 46, LLC - 00000057DCHF00477864",3/27/2023,Roaring 20s,10/26/2022,
Ice Cream Social 14g - Mid,37311,318-230103.0001,Ice Cream Social,"Forever 46, LLC - 00000057DCHF00477864",3/19/2023,DTF - Downtown Flower,1/3/2023,
Blue Dream X 3.5g - Value,34159,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",2/9/2023,DTF - Downtown Flower,12/26/2022,
DTF Premium Preroll 1g - Mystery 1,35815,666-221026.0001,Mystery 1,"Forever 46, LLC - 00000057DCHF00477864",3/1/2023,DTF - Downtown Flower,10/26/2022,
Gello 28g - Mid,33680,230-221026.0001,Gello,"Forever 46, LLC - 00000057DCHF00477864",1/31/2023,DTF - Downtown Flower,10/26/2022,
Monkey Nougat 7g - Mid,33945,323s-221122.0001,Monkey Nougat,"Forever 46, LLC - 00000057DCHF00477864",2/6/2023,DTF - Downtown Flower,11/22/2022,
Ice Cream Social 14g - Mid,37311,318-230103.0001,Ice Cream Social,"Forever 46, LLC - 00000057DCHF00477864",3/19/2023,DTF - Downtown Flower,1/3/2023,
A La Oreoz 14g - Mid,34102,ALO-221222.0001,A La Oreoz,"Forever 46, LLC - 00000057DCHF00477864",2/8/2023,DTF - Downtown Flower,12/22/2022,
Blue Dream X 7g - Value,37081,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",3/15/2023,DTF - Downtown Flower,12/26/2022,
High Scorez Sauce Infused Preroll 1.2g - Mendo Dosi x Cotton Kush,36105,230307.0003-IPR,Mendo Dosi x Cotton Kush,,,High Scorez,,
Ice Cream Social 14g - Mid,37311,318-230103.0001,Ice Cream Social,,,DTF - Downtown Flower,1/3/2023,
DTF Premium Preroll 1g - Oreoz Mode,37641,OMO-221222.0001,Oreoz Mode,"Forever 46, LLC - 00000057DCHF00477864",3/23/2023,DTF - Downtown Flower,12/22/2022,
Roaring 20s REST 6 Pack Prerolls 3g - Emergency,36961,Eme-221109.0001,Emergency,"Forever 46, LLC - 00000057DCHF00477864",3/15/2023,Roaring 20s,11/9/2022,
Ice Cream Social 28g - Mid,37310,318-230103.0001,Ice Cream Social,"Forever 46, LLC - 00000057DCHF00477864",3/20/2023,DTF - Downtown Flower,1/3/2023,
DTF Premium Preroll 1g - Zack's Rhino,37323,291C-221227.0001,Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",3/20/2023,DTF - Downtown Flower,12/27/2022,
DTF Premium Preroll 1g - Mystery 1,35815,666-221026.0001,Mystery 1,"Forever 46, LLC - 00000057DCHF00477864",3/2/2023,DTF - Downtown Flower,10/26/2022,
Blue Dream X 7g - Value,37081,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",3/16/2023,DTF - Downtown Flower,12/26/2022,
Blue Dream X 14g - Value,37079,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",3/16/2023,DTF - Downtown Flower,12/26/2022,
Ice Cream Social 28g - Mid,37310,318-230103.0001,Ice Cream Social,,,DTF - Downtown Flower,1/3/2023,
Roaring 20s REST 6 Pack Prerolls 3g - Emergency,36961,Eme-221109.0001,Emergency,,,Roaring 20s,11/9/2022,
High Scorez Sauce Infused Preroll 1.2g - Sonoran Lava x Prickly Pear Pie,37588,230322.0004-IPR,Sonoran Lava x Prickly Pear Pie,"Forever 46, LLC - 00000057DCHF00477864",3/22/2023,High Scorez,12/27/2022,
High Scorez Sauce Infused Preroll 1.2g - Kosher Kush x Blueberry Muffinz,37587,230322.0003-IPR,Kosher Kush x Blueberry Muffinz,"Forever 46, LLC - 00000057DCHF00477864",3/22/2023,High Scorez,11/9/2022,
High Scorez Sauce Infused Preroll 1.2g - Kosher Kush,37586,230322.0002-IPR,Kosher Kush,,,High Scorez,,
Ice Cream Social 3.5g - Mid,37317,318-230103.0001,Ice Cream Social,,,DTF - Downtown Flower,1/3/2023,
DTF Premium Preroll 1g - Zack's Rhino,37323,291C-221227.0001,Zack's Rhino,,,DTF - Downtown Flower,12/27/2022,
Blue Dream X 7g - Value,37081,272X-221226.0001,Blue Dream X,,,DTF - Downtown Flower,12/26/2022,
DTF Premium Preroll 1g - Zack's Rhino,37323,291C-221227.0001,Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",3/20/2023,DTF - Downtown Flower,12/27/2022,
nu TGK 28g - Mid,35214,ntgk-221227.0001,nu TGK,"Forever 46, LLC - 00000057DCHF00477864",2/22/2023,DTF - Downtown Flower,12/27/2022,
Blue Dream X 28g - Value,37018,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",3/15/2023,DTF - Downtown Flower,12/26/2022,
A La Oreoz 3.5g - Value,35378,ALO-221227.0001,A La Oreoz,"Forever 46, LLC - 00000057DCHF00477864",2/24/2023,DTF - Downtown Flower,12/27/2022,
Zack's Rhino 3.5g - Value,36126,291C-221227.0001,Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",3/7/2023,DTF - Downtown Flower,12/27/2022,
Forest Fire 3.5g - Signature,36029,218-221227.0001,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",3/6/2023,DTF - Downtown Flower,12/27/2022,
Ice Cream Social 3.5g - Mid,37317,318-230103.0001,Ice Cream Social,"Forever 46, LLC - 00000057DCHF00477864",3/20/2023,DTF - Downtown Flower,1/3/2023,
Ice Cream Social 14g - Mid,37311,318-230103.0001,Ice Cream Social,"Forever 46, LLC - 00000057DCHF00477864",3/20/2023,DTF - Downtown Flower,1/3/2023,
Ice Cream Social 28g - Mid,37310,318-230103.0001,Ice Cream Social,"Forever 46, LLC - 00000057DCHF00477864",3/20/2023,DTF - Downtown Flower,1/3/2023,
Marshmellow Squirt 3.5g - Signature,37297,Marshmellow Squirt-221227.0001,Marshmellow Squirt,"Forever 46, LLC - 00000057DCHF00477864",3/20/2023,DTF - Downtown Flower,12/27/2022,
Blue Dream X 14g - Value,37079,272X-221226.0001,Blue Dream X,,,DTF - Downtown Flower,12/26/2022,
Blue Dream X 28g - Value,37018,272X-221226.0001,Blue Dream X,,,DTF - Downtown Flower,12/26/2022,
Forest Fire 3.5g - Signature,36029,218-221227.0001,Forest Fire,,,DTF - Downtown Flower,12/27/2022,
A La Oreoz 3.5g - Value,35378,ALO-221227.0001,A La Oreoz,,,DTF - Downtown Flower,12/27/2022,
Zack's Rhino 3.5g - Value,36126,291C-221227.0001,Zack's Rhino,,,DTF - Downtown Flower,12/27/2022,
Blue Dream X 7g - Value,37081,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",3/16/2023,DTF - Downtown Flower,12/26/2022,
Blue Dream X 14g - Value,37079,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",3/16/2023,DTF - Downtown Flower,12/26/2022,
Roaring 20s REBALANCE 6 Pack Prerolls 3g - Monkey Nougat,36849,323s-221122.0001,Monkey Nougat,"Forever 46, LLC - 00000057DCHF00477864",3/14/2023,Roaring 20s,11/22/2022,
DTF Premium Preroll 1g - Tangistan Kush,36871,TGK-221226.0001,Tangistan Kush,"Forever 46, LLC - 00000057DCHF00477864",3/14/2023,DTF - Downtown Flower,12/26/2022,
DTF Premium Preroll 1g - Super Glue,35813,186-221109.0001,Super Glue,"Forever 46, LLC - 00000057DCHF00477864",3/2/2023,DTF - Downtown Flower,11/9/2022,
DTF Premium Preroll 1g - Oreoz Mode,36603,OMO-221222.0001,Oreoz Mode,"Forever 46, LLC - 00000057DCHF00477864",3/10/2023,DTF - Downtown Flower,12/22/2022,
DTF Premium Preroll 1g - Monkey Nougat,36839,323s-221026.0001,Monkey Nougat,"Forever 46, LLC - 00000057DCHF00477864",3/14/2023,DTF - Downtown Flower,10/26/2022,
Blue Dream X 3.5g - Value,34159,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",2/10/2023,DTF - Downtown Flower,12/26/2022,
Blue Dream X 28g - Value,37018,272X-221226.0001,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",3/15/2023,DTF - Downtown Flower,12/26/2022,
Blue Dream X 3.5g - Value,34159,272X-221226.0001,Blue Dream X,,,DTF - Downtown Flower,12/26/2022,
Blue Dream X 3.5g - Value,34159,272X-221226.0001,Blue Dream X,,,DTF - Downtown Flower,12/26/2022,
DTF Premium Preroll 1g - Monkey Nougat,36839,323s-221026.0001,Monkey Nougat,,,DTF - Downtown Flower,10/26/2022,
DTF Premium Preroll 1g - Tangistan Kush,36871,TGK-221226.0001,Tangistan Kush,,,DTF - Downtown Flower,12/26/2022,
Roaring 20s REBALANCE 6 Pack Prerolls 3g - Monkey Nougat,36849,323s-221122.0001,Monkey Nougat,,,Roaring 20s,11/22/2022,
DTF Premium Preroll 1g - Tangistan Kush,36871,TGK-221226.0001,Tangistan Kush,"Forever 46, LLC - 00000057DCHF00477864",3/14/2023,DTF - Downtown Flower,12/26/2022,
DTF Premium Preroll 1g - Oreoz Mode,36603,OMO-221222.0001,Oreoz Mode,,,DTF - Downtown Flower,12/22/2022,
DTF Premium Preroll 1g - Monkey Nougat,36839,323s-221026.0001,Monkey Nougat,"Forever 46, LLC - 00000057DCHF00477864",3/14/2023,DTF - Downtown Flower,10/26/2022,
High Scorez Sauce Infused Preroll 1.2g - Millionaire Gelato x Forest Fire,35760,230301.0004-IPR,Millionaire Gelato x Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",3/1/2023,High Scorez,12/26/2022,
High Scorez Sauce Infused Preroll 1.2g - Super Glue,35328,230223.0002-IPR,Super Glue,"Forever 46, LLC - 00000057DCHF00477864",2/23/2023,High Scorez,11/9/2022,
Oreoz Mode 3.5g - Signature,34820,OMO-221222.0001,Oreoz Mode,"Forever 46, LLC - 00000057DCHF00477864",2/17/2023,DTF - Downtown Flower,12/22/2022,
nu TGK 28g - Mid,33311,ntgk-221109.0001,nu TGK,"Forever 46, LLC - 00000057DCHF00477864",1/27/2023,DTF - Downtown Flower,11/9/2022,
