"Product","Package ID","Batch","Strain","Vendor","Date of manufacture","Brand","Harvest date","Producer"
Gello 3.5g - Mid,47176,Gell-230710.0001-W28,Gello,"Forever 46, LLC - 00000057DCHF00477864",8/21/2023,DTF - Downtown Flower,7/10/2023,
Gello 7g - Mid,47174,Gell-230710.0001-W28,Gello,"Forever 46, LLC - 00000057DCHF00477864",8/21/2023,DTF - Downtown Flower,7/10/2023,
DTF Premium Preroll 1g - Mendo Dosi,47171,323s-230523.0001-W21,Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",8/21/2023,DTF - Downtown Flower,5/23/2023,
Roaring 20s REST 6 Pack Prerolls 3g - Fatso,46699,224-230621.0001-W25,Fatso,,,Roaring 20s,6/21/2023,
Toasted Swirl 3.5g - Mid,46741,TSW-230710.0001-W28,Toasted Swirl,,,DTF - Downtown Flower,7/10/2023,
Gastropop 3.5g - Mid,46683,324s-230710.0001-W28,Gastropop,,,DTF - Downtown Flower,7/10/2023,
Gastropop 7g - Mid,46684,324s-230710.0001-W28,Gastropop,,,DTF - Downtown Flower,7/10/2023,
Forest Fire 3.5g - Mid,46757,FoFi-230710.0001-W28,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",8/18/2023,DTF - Downtown Flower,7/10/2023,
DTF Premium Preroll 1g - Fresh Fritter,47043,FrFr-230710.0001-W28,Fresh Fritter,,,DTF - Downtown Flower,7/10/2023,
DTF Premium Preroll 1g - Millionaire Gelato,47075,MiGe-230621.0001-W25,Millionaire Gelato,"Forever 46, LLC - 00000057DCHF00477864",8/17/2023,DTF - Downtown Flower,6/21/2023,
Gello 3.5g,47054,Gell-230710.0001-W28,Gello,,,GRÄS Cannabis,7/10/2023,
High Scorez Sauce Infused Preroll 1.2g - Mendo Dosi x Cali-O-Socks,46277,323s-230523.01-W21-IPR,Mendo Dosi x Cali-O-Socks,,,High Scorez,,
High Scorez Sauce Infused Preroll 1.2g - Millionaire Gelato x Mendo Dosi,46275,MiGe-230621.01-W25-IPR,Millionaire Gelato x Mendo Dosi,,8/3/2023,High Scorez,6/21/2023,
Gello 3.5g,47054,Gell-230710.0001-W28,Gello,"Forever 46, LLC - 00000057DCHF00477864",8/17/2023,GRÄS Cannabis,7/10/2023,
DTF Premium Preroll 1g - Fresh Fritter,47043,FrFr-230710.0001-W28,Fresh Fritter,"Forever 46, LLC - 00000057DCHF00477864",8/16/2023,DTF - Downtown Flower,7/10/2023,
Fresh Fritter 3.5g - Mid,46777,FrFr-230710.0001-W28,Fresh Fritter,,,DTF - Downtown Flower,7/10/2023,
DTF Premium Preroll 1g - Fatso,46927,224-230621.0001-W25,Fatso,"Forever 46, LLC - 00000057DCHF00477864",8/16/2023,DTF - Downtown Flower,6/21/2023,
DTF Premium Preroll 1g - Cherry Treat,46689,ChryTrt-230523.0002-W21,Cherry Treat,,,DTF - Downtown Flower,5/23/2023,
Fresh Fritter 3.5g - Mid,46777,FrFr-230710.0001-W28,Fresh Fritter,"Forever 46, LLC - 00000057DCHF00477864",8/14/2023,DTF - Downtown Flower,7/10/2023,
DTF Premium Preroll 1g - Guava Cross,46698,GuCr-230523.0001-W21,Guava Cross,,,DTF - Downtown Flower,5/23/2023,
Fresh Fritter 7g - Mid,46775,FrFr-230710.0001-W28,Fresh Fritter,"Forever 46, LLC - 00000057DCHF00477864",8/14/2023,DTF - Downtown Flower,7/10/2023,
Forest Fire 3.5g - Mid,46757,FoFi-230710.0001-W28,Forest Fire,"Forever 46, LLC - 00000057DCHF00477864",8/14/2023,DTF - Downtown Flower,7/10/2023,
Blue Dream X 7g - Value,46754,BlDX-230710.0001-W28,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",8/14/2023,DTF - Downtown Flower,7/10/2023,
High Scorez Sauce Infused Preroll 1.2g -  Strawberry Mo'nana x  Pineapple Express,46742,SMo-230523.03-W21-IPR,Strawberry Mo'nana x  Pineapple Express,,,High Scorez,,
High Scorez Sauce Infused Preroll 1.2g -  Strawberry Mo'nana x  Pineapple Express,46742,SMo-230523.03-W21-IPR,Strawberry Mo'nana x  Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",8/14/2023,High Scorez,5/23/2023,
Toasted Swirl 3.5g - Mid,46741,TSW-230710.0001-W28,Toasted Swirl,"Forever 46, LLC - 00000057DCHF00477864",8/14/2023,DTF - Downtown Flower,7/10/2023,
High Scorez Comboz Infused 4pk Prerolls 2.4g - Fatso x Gaschata,46739,224-230621.01-W25-4pkIPR,Fatso x Gaschata,"Forever 46, LLC - 00000057DCHF00477864",8/14/2023,High Scorez,6/21/2023,
High Scorez Comboz Infused 4pk Prerolls 2.4g - Strawberry Mo'nana x  Pineapple Express,46713,SMo-230523.01-W21-4pkIPR,Strawberry Mo'nana x  Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",8/11/2023,High Scorez,5/23/2023,
High Scorez Comboz Infused 4pk Prerolls 2.4g - Cherry Treat x Nebula,46712,ChryTrt-230523.01-W21-4pkIPR,Cherry Treat x Nebula,"Forever 46, LLC - 00000057DCHF00477864",8/11/2023,High Scorez,5/23/2023,
High Scorez Comboz Infused 4pk Prerolls 2.4g - Guava Cross x Wedding Cake,46711,GuCr-230523.01-W21-4pkIPR,Guava Cross x Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",8/11/2023,High Scorez,5/23/2023,
High Scorez Comboz Infused 4pk Prerolls 2.4g - Dweebz x Wedding Cake,46709,Dwz-230523.01-W21-4pkIPR,Dweebz x Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",8/11/2023,High Scorez,5/23/2023,
High Scorez Comboz Infused 4pk Prerolls 2.4g - Mendo Dosi x Mellow Squirt,46708,323s-230523.01-W21-4pkIPR,Mendo Dosi x Mellow Squirt,"Forever 46, LLC - 00000057DCHF00477864",8/11/2023,High Scorez,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Strawberry Mo'nana x  Pineapple Express,46707,SMo-230523.01-W21-IPR,Strawberry Mo'nana x  Pineapple Express,"Forever 46, LLC - 00000057DCHF00477864",8/11/2023,High Scorez,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Fatso x Zack's Rhino,46704,224-230621.01-W25-IPR,Fatso x Zack's Rhino,"Forever 46, LLC - 00000057DCHF00477864",8/11/2023,High Scorez,6/21/2023,
High Scorez Comboz Infused 4pk Prerolls 2.4g - Guava Cross x Wedding Cake,46703,GuCr-230523.01-W21-4pkIPR,Guava Cross x Wedding Cake,,,High Scorez,,
High Scorez Sauce Infused Preroll 1.2g - Guava Cross x Orange Apricot x Mac,45278,230718.0001-IPR,Guava Cross x Orange Apricot x Mac,,,High Scorez,,
Roaring 20s REST 6 Pack Prerolls 3g - Fatso,46699,224-230621.0001-W25,Fatso,"Forever 46, LLC - 00000057DCHF00477864",8/11/2023,Roaring 20s,6/21/2023,
DTF Premium Preroll 1g - Guava Cross,46698,GuCr-230523.0001-W21,Guava Cross,"Forever 46, LLC - 00000057DCHF00477864",8/11/2023,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Cherry Treat,46689,ChryTrt-230523.0002-W21,Cherry Treat,"Forever 46, LLC - 00000057DCHF00477864",8/10/2023,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Wedding Cake,46508,WeCa-230523.0001-W21,Wedding Cake,,,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Jet Cream,46676,JtCr-230523.0001-W21,Jet Cream,,,DTF - Downtown Flower,5/23/2023,
Strawberry Mo'nana 3.5g,46506,SMo-230621.0001-W25,Strawberry Mo'nana,,,GRÄS Cannabis,6/21/2023,
Gastropop 7g - Mid,46684,324s-230710.0001-W28,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",8/10/2023,DTF - Downtown Flower,7/10/2023,
Gastropop 3.5g - Mid,46683,324s-230710.0001-W28,Gastropop,"Forever 46, LLC - 00000057DCHF00477864",8/10/2023,DTF - Downtown Flower,7/10/2023,
DTF Premium Preroll 1g - Jet Cream,46676,JtCr-230523.0001-W21,Jet Cream,"Forever 46, LLC - 00000057DCHF00477864",8/9/2023,DTF - Downtown Flower,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Gary Satan,45496,230720.0003-IPR,Jet Cream x Gary Satan,,,High Scorez,,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Dweebz,45495,JtCr-230523.0001-W21,Jet Cream,,,High Scorez,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Dweebz,45495,230720.0002-IPR,Jet Cream x Dweebz,,,High Scorez,,
DTF Premium Preroll 1g - Wedding Cake,46508,WeCa-230523.0001-W21,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",8/8/2023,DTF - Downtown Flower,5/23/2023,
Strawberry Mo'nana 3.5g,46506,SMo-230621.0001-W25,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",8/8/2023,GRÄS Cannabis,6/21/2023,
High Scorez Sauce Infused Preroll 1.2g - Wedding Cake x Fatso,45306,230718.0002-IPR,Wedding Cake x Fatso,,,High Scorez,,
Fatso 3.5g - Signature,46282,224-230621.0001-W25,Fatso,,,DTF - Downtown Flower,6/21/2023,
DTF Premium Preroll 1g - Marshmellow Squirt,46388,MaSq-230502.0001-W18,Mellow Squirt,,,DTF - Downtown Flower,5/2/2023,
DTF Premium Preroll 1g - Marshmellow Squirt,46388,MaSq-230502.0001-W18,Mellow Squirt,"Forever 46, LLC - 00000057DCHF00477864",8/4/2023,DTF - Downtown Flower,5/2/2023,
DTF Premium Preroll 1g -  Strawberry Mo'nana,46159,SMo-230621.0001-W25,Strawberry Mo'nana,,,DTF - Downtown Flower,6/21/2023,
High Scorez Sauce Infused Preroll 1.2g - Marshmellow Squirt x Kush Mints,44823,MaSq-230502.02-W18-IPR,Marshmellow Squirt x Kush Mints,,,High Scorez,,
Fatso 3.5g - Signature,46282,224-230621.0001-W25,Fatso,"Forever 46, LLC - 00000057DCHF00477864",8/3/2023,DTF - Downtown Flower,6/21/2023,
High Scorez Sauce Infused Preroll 1.2g - Mendo Dosi x Cali-O-Socks,46277,323s-230523.01-W21-IPR,Mendo Dosi x Cali-O-Socks,"Forever 46, LLC - 00000057DCHF00477864",8/3/2023,High Scorez,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Millionaire Gelato x Mendo Dosi,46275,MiGe-230621.01-W25-IPR,Millionaire Gelato x Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",8/3/2023,High Scorez,6/21/2023,
High Scorez Sauce Infused Preroll 1.2g - Strawberry Mo'nana,46270,SMo-230523.02-W21,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",8/3/2023,High Scorez,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Strawberry Mo'nana x Blue Dream,46266,SMo-230523.01-W21-IPR,Strawberry Mo'nana x Blue Dream,"Forever 46, LLC - 00000057DCHF00477864",8/3/2023,High Scorez,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Marshmellow Squirt x Millionaire Gelato,44820,MaSq-230502.01-W18-IPR,Marshmellow Squirt x Millionaire Gelato,,,High Scorez,,
High Scorez Sauce Infused Preroll 1.2g - Marshmellow Squirt x T-1000,44824,MaSq-230502.03-W18-IPR,Marshmellow Squirt x T-1000,,,High Scorez,,
DTF Premium Preroll 1g - Jet Cream,45950,JtCr-230502.0001-W18,Jet Cream,,,DTF - Downtown Flower,5/2/2023,
DTF Premium Preroll 1g -  Strawberry Mo'nana,46159,SMo-230621.0001-W25,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",8/1/2023,DTF - Downtown Flower,6/21/2023,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Apple Fritter,44815,JtCr-230502.01-W18-IPR,Jet Cream x Apple Fritter,,,High Scorez,,
DTF Premium Preroll 1g - Jet Cream,45950,JtCr-230502.0001-W18,Jet Cream,"Forever 46, LLC - 00000057DCHF00477864",7/28/2023,DTF - Downtown Flower,5/2/2023,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Apple Fritter,44815,JtCr-230502.01-W18-IPR,Jet Cream x Apple Fritter,,,High Scorez,,
DTF Premium Preroll 1g - Cali-O-Socks,45825,COSo-230502.0001-W18,Cali-O-Socks,,,DTF - Downtown Flower,5/2/2023,
Strawberry Mo'nana 3.5g - Signature,45722,SMo-230621.0001-W25,Strawberry Mo'nana,,,DTF - Downtown Flower,6/21/2023,
Blue Dream X 7g - Value,45719,BLDX-230621.0001-W25,Blue Dream X,,,DTF - Downtown Flower,6/21/2023,
Blue Dream X 14g - Value,45703,BLDX-230621.0001-W25,Blue Dream X,,,DTF - Downtown Flower,6/21/2023,
High Scorez Sauce Infused Preroll 1.2g - Wedding Cake x ICS,44830,WeCa-230502.01-W18-IPR,Wedding Cake x ICS,,,High Scorez,,
Blue Dream X 3.5g,45804,BLDX-230621.0001-W25,Blue Dream X,,,GRÄS Cannabis,6/21/2023,
Blue Dream X 3.5g - Value,45706,BLDX-230621.0001-W25,Blue Dream X,,,DTF - Downtown Flower,6/21/2023,
Cali Haze 3.5g - Signature,45605,CaH-230621.0001-W25,Cali Haze,,,DTF - Downtown Flower,6/21/2023,
Blue Dream L 3.5g - Signature,45607,BDL-230621.0001-W25,Blue Dream L,,,DTF - Downtown Flower,6/21/2023,
Cali Lightning 3.5g - Mid,45606,CLT-230621.0001-W25,Cali Lightning,,,DTF - Downtown Flower,6/21/2023,
LA Confidential 3.5g - Mid,45608,LACo-230621.0001-W25,LA Confidential,,,DTF - Downtown Flower,6/21/2023,
Millionaire Gelato 7g - Mid,45632,MiGe-230621.0001-W25,Millionaire Gelato,,,DTF - Downtown Flower,6/21/2023,
Millionaire Gelato 3.5g - Mid,45631,MiGe-230621.0001-W25,Millionaire Gelato,,,DTF - Downtown Flower,6/21/2023,
DTF Premium Preroll 1g - Papa Nugz,45718,PaN-230523.0001-W21,Papa Nugz,,,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Cali-O-Socks,45825,COSo-230502.0001-W18,Cali-O-Socks,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,DTF - Downtown Flower,5/2/2023,
Blue Dream X 3.5g,45804,BLDX-230621.0001-W25,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",7/26/2023,GRÄS Cannabis,6/21/2023,
High Scorez Sauce Infused Preroll 1.2g - Cali-O-Socks x Zack's Cake,44825,COSo-230502.01-W18-IPR,Cali-O-Socks x Zack's Cake,,,High Scorez,,
Strawberry Mo'nana 3.5g - Signature,45722,SMo-230621.0001-W25,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",7/25/2023,DTF - Downtown Flower,6/21/2023,
Blue Dream X 7g - Value,45719,BLDX-230621.0001-W25,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",7/25/2023,DTF - Downtown Flower,6/21/2023,
DTF Premium Preroll 1g - Papa Nugz,45718,PaN-230523.0001-W21,Papa Nugz,"Forever 46, LLC - 00000057DCHF00477864",7/25/2023,DTF - Downtown Flower,5/23/2023,
Blue Dream X 3.5g - Value,45706,BLDX-230621.0001-W25,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",7/25/2023,DTF - Downtown Flower,6/21/2023,
Blue Dream X 14g - Value,45703,BLDX-230621.0001-W25,Blue Dream X,"Forever 46, LLC - 00000057DCHF00477864",7/25/2023,DTF - Downtown Flower,6/21/2023,
Millionaire Gelato 7g - Mid,45632,MiGe-230621.0001-W25,Millionaire Gelato,"Forever 46, LLC - 00000057DCHF00477864",7/24/2023,DTF - Downtown Flower,6/21/2023,
Millionaire Gelato 3.5g - Mid,45631,MiGe-230621.0001-W25,Millionaire Gelato,"Forever 46, LLC - 00000057DCHF00477864",7/24/2023,DTF - Downtown Flower,6/21/2023,
Blue Dream L 3.5g - Signature,45607,BDL-230621.0001-W25,Blue Dream L,"Forever 46, LLC - 00000057DCHF00477864",7/24/2023,DTF - Downtown Flower,6/21/2023,
LA Confidential 3.5g - Mid,45608,LACo-230621.0001-W25,LA Confidential,"Forever 46, LLC - 00000057DCHF00477864",7/24/2023,DTF - Downtown Flower,6/21/2023,
Cali Lightning 3.5g - Mid,45606,CLT-230621.0001-W25,Cali Lightning,"Forever 46, LLC - 00000057DCHF00477864",7/24/2023,DTF - Downtown Flower,6/21/2023,
Cali Haze 3.5g - Signature,45605,CaH-230621.0001-W25,Cali Haze,"Forever 46, LLC - 00000057DCHF00477864",7/24/2023,DTF - Downtown Flower,6/21/2023,
Roaring 20s REBALANCE 6 Pack Prerolls 3g - Cherry Treat,45489,ChryTrt-230523.0002-W21,Cherry Treat,,,Roaring 20s,5/23/2023,
Strawberry Mo'nana 3.5g - Signature,45076,SMo-230523.0001-W21,Strawberry Mo'nana,,,DTF - Downtown Flower,5/23/2023,
Roaring 20s REST 6 Pack Prerolls 3g - Guava Cross,45392,GuCr-230523.0001-W21,Guava Cross,,,Roaring 20s,5/23/2023,
Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake,45370,WeCa-230523.0001-W21,Wedding Cake,,,Roaring 20s,5/23/2023,
Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream,45429,JtCr-230523.0001-W21,Jet Cream,,,Roaring 20s,5/23/2023,
Cherry Treat 3.5g - Signature,45084,ChryTrt-230523.0002-W21,Cherry Treat,,,DTF - Downtown Flower,5/23/2023,
Mendo Dosi 3.5g -  Signature,45072,323s-230523.0001-W21,Mendo Dosi,,,DTF - Downtown Flower,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Gary Satan,45496,230720.0003-IPR,Jet Cream x Gary Satan,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,High Scorez,5/23/2023,
Guava Cross 3.5g - Signature,45068,GuCr-230523.0001-W21,Guava Cross,,,DTF - Downtown Flower,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Dweebz,45495,230720.0002-IPR,Jet Cream x Dweebz,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,High Scorez,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Cherry Treat x Mellow Squirt,45494,230720.0001-IPR,Cherry Treat x Mellow Squirt,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,High Scorez,5/23/2023,
Roaring 20s REBALANCE 6 Pack Prerolls 3g - Cherry Treat,45489,ChryTrt-230523.0002-W21,Cherry Treat,"Forever 46, LLC - 00000057DCHF00477864",7/20/2023,Roaring 20s,5/23/2023,
Roaring 20s REST 6 Pack Prerolls 3g - Jet Cream,45429,JtCr-230523.0001-W21,Jet Cream,"Forever 46, LLC - 00000057DCHF00477864",7/19/2023,Roaring 20s,5/23/2023,
Roaring 20s ROAR 6 Pack Preroll 3g - Strawberry Mo'nana,45387,SMo-230523.0001-W21,Strawberry Mo'nana,,,Roaring 20s,5/23/2023,
Roaring 20s ROAR 6 Pack Preroll 3g - Strawberry Mo'nana,45387,SMo-230523.0001-W21,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",7/19/2023,Roaring 20s,5/23/2023,
Roaring 20s REST 6 Pack Prerolls 3g - Guava Cross,45392,GuCr-230523.0001-W21,Guava Cross,"Forever 46, LLC - 00000057DCHF00477864",7/19/2023,Roaring 20s,5/23/2023,
Roaring 20s ROAR 6 Pack Preroll 3g - Strawberry Mo'nana,45387,SMo-230523.0001-W21,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",7/19/2023,Roaring 20s,5/23/2023,
Roaring 20s REST 6 Pack Prerolls 3g - Wedding Cake,45370,WeCa-230523.0001-W21,Wedding Cake,"Forever 46, LLC - 00000057DCHF00477864",7/19/2023,Roaring 20s,5/23/2023,
Dweebz 3.5g - Signature,45033,Dwz-230523.0001-W21,Dweebz,,,DTF - Downtown Flower,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Wedding Cake x Fatso,45306,230718.0002-IPR,Wedding Cake x Fatso,"Forever 46, LLC - 00000057DCHF00477864",7/18/2023,High Scorez,5/23/2023,
DTF Premium Preroll 1g - Kosher Kush,45046,235-230502.0001-W18,Kosher Kush,,,DTF - Downtown Flower,5/2/2023,
DTF Premium Preroll 1g - Cali Lightning,45246,CLT-230523.0001-W21,Cali Lightning,,,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Gelato,45247,GLTO-230523.0001-W21,Gelato,,,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - White Truffle,45034,317s-230516.0001-W20,White Truffle,,,DTF - Downtown Flower,5/16/2023,
High Scorez Sauce Infused Preroll 1.2g - Guava Cross x Orange Apricot x Mac,45278,230718.0001-IPR,Guava Cross x Orange Apricot x Mac,"Forever 46, LLC - 00000057DCHF00477864",7/18/2023,High Scorez,5/23/2023,
Sunset Sherbet 3.5g - Mid,44984,SUNS-230523.0001-W21,Sunset Sherbet,,,DTF - Downtown Flower,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Gas Crack,43767,230502-W18-IPR,Jet Cream x Gas Crack,,,High Scorez,,
DTF Premium Preroll 1g - Gelato,45247,GLTO-230523.0001-W21,Gelato,"Forever 46, LLC - 00000057DCHF00477864",7/17/2023,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Cali Lightning,45246,CLT-230523.0001-W21,Cali Lightning,"Forever 46, LLC - 00000057DCHF00477864",7/17/2023,DTF - Downtown Flower,5/23/2023,
Cali Lightning 3.5g - Mid,44974,CLT-230523.0001-W21,Cali Lightning,,,DTF - Downtown Flower,5/23/2023,
Papa Nugz 3.5g - Mid,45032,PaN-230523.0001-W21,Papa Nugz,,,DTF - Downtown Flower,5/23/2023,
LA Confidential - Bulk Flower Mid,024141924698,LACo-230621.0001-W25,LA Confidential,"Forever 46, LLC - 00000057DCHF00477864",,DTF - Downtown Flower,6/21/2023,
Cherry Treat 3.5g - Signature,45084,ChryTrt-230523.0002-W21,Cherry Treat,"Forever 46, LLC - 00000057DCHF00477864",7/14/2023,DTF - Downtown Flower,5/23/2023,
Strawberry Mo'nana 3.5g - Signature,45076,SMo-230523.0001-W21,Strawberry Mo'nana,"Forever 46, LLC - 00000057DCHF00477864",7/14/2023,DTF - Downtown Flower,5/23/2023,
Mendo Dosi 3.5g -  Signature,45072,323s-230523.0001-W21,Mendo Dosi,"Forever 46, LLC - 00000057DCHF00477864",7/14/2023,DTF - Downtown Flower,5/23/2023,
Guava Cross 3.5g - Signature,45068,GuCr-230523.0001-W21,Guava Cross,"Forever 46, LLC - 00000057DCHF00477864",7/14/2023,DTF - Downtown Flower,5/23/2023,
Cali Lightning 14g - Mid,44983,CLT-230523.0001-W21,Cali Lightning,,,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Kosher Kush,45046,235-230502.0001-W18,Kosher Kush,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,DTF - Downtown Flower,5/2/2023,
DTF Premium Preroll 1g - White Truffle,45034,317s-230516.0001-W20,White Truffle,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,DTF - Downtown Flower,5/16/2023,
Dweebz 3.5g - Signature,45033,Dwz-230523.0001-W21,Dweebz,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,DTF - Downtown Flower,5/23/2023,
Papa Nugz 3.5g - Mid,45032,PaN-230523.0001-W21,Papa Nugz,"Forever 46, LLC - 00000057DCHF00477864",7/13/2023,DTF - Downtown Flower,5/23/2023,
Gelato 14g - Mid,44941,GLTO-230523.0001-W21,Gelato,,,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Marshmellow Squirt,44961,MaSq-230309.0001-W10,Marshmellow Squirt,,,DTF - Downtown Flower,3/9/2023,
Gelato 7g - Mid,44938,GLTO-230523.0001-W21,Gelato,,,DTF - Downtown Flower,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Jet Cream x Gas Crack,43767,230502-W18-IPR,Jet Cream x Gas Crack,,,High Scorez,,
Apple Fritter 7g - Value,44457,ApFr-230516.0001-W20,Apple Fritter,,,DTF - Downtown Flower,5/16/2023,
Gelato 3.5g - Mid,44940,GLTO-230523.0001-W21,Gelato,,,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Cali-O-Socks,44958,COSo-230516.0001-W20,Cali-O-Socks,,,DTF - Downtown Flower,5/16/2023,
Sunset Sherbet 3.5g - Mid,44984,SUNS-230523.0001-W21,Sunset Sherbet,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,DTF - Downtown Flower,5/23/2023,
Cali Lightning 14g - Mid,44983,CLT-230523.0001-W21,Cali Lightning,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,DTF - Downtown Flower,5/23/2023,
Cali Lightning 3.5g - Mid,44974,CLT-230523.0001-W21,Cali Lightning,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,DTF - Downtown Flower,5/23/2023,
DTF Premium Preroll 1g - Marshmellow Squirt,44961,MaSq-230309.0001-W10,Marshmellow Squirt,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,DTF - Downtown Flower,3/9/2023,
DTF Premium Preroll 1g - Cali-O-Socks,44958,COSo-230516.0001-W20,Cali-O-Socks,"Forever 46, LLC - 00000057DCHF00477864",7/12/2023,DTF - Downtown Flower,5/16/2023,
High Scorez Sauce Infused Preroll 1.2g - Kosher Kush x Mt Lemmon Lava,43766,230502-W18-IPR,Kosher Kush x Mt Lemmon Lava,,,High Scorez,,
Apple Fritter 14g - Value,44883,ApFr-230516.0001-W20,Apple Fritter,,,DTF - Downtown Flower,5/16/2023,
DTF Premium Preroll 1g - Gaschata,44651,271-230502.0001-W18,Gaschata,,,DTF - Downtown Flower,5/2/2023,
Forest Fire 3.5g - Mid,44153,FoFi-230516.0001-W20,Forest Fire,,,DTF - Downtown Flower,5/16/2023,
Gelato 14g - Mid,44941,GLTO-230523.0001-W21,Gelato,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,DTF - Downtown Flower,5/23/2023,
Gelato 3.5g - Mid,44940,GLTO-230523.0001-W21,Gelato,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,DTF - Downtown Flower,5/23/2023,
Gelato 7g - Mid,44938,GLTO-230523.0001-W21,Gelato,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,DTF - Downtown Flower,5/23/2023,
Apple Fritter 14g - Value,44883,ApFr-230516.0001-W20,Apple Fritter,"Forever 46, LLC - 00000057DCHF00477864",7/11/2023,DTF - Downtown Flower,5/16/2023,
Dweebz 3.5g,44877,Dwz-230523.0001-W21,Dweebz,,,GRÄS Cannabis,5/23/2023,
DTF Premium Preroll 1g - Cherry Treat,44819,ChryTrt-230516.0001-W20,Cherry Treat,,,DTF - Downtown Flower,5/16/2023,
Dweebz 3.5g,44877,Dwz-230523.0001-W21,Dweebz,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,GRÄS Cannabis,5/23/2023,
High Scorez Sauce Infused Preroll 1.2g - Wedding Cake x ICS,44830,WeCa-230502.01-W18-IPR,Wedding Cake x ICS,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,High Scorez,5/2/2023,
High Scorez Sauce Infused Preroll 1.2g - Cali-O-Socks x Zack's Cake PROMO,44825,COSo-230502.01-W18-IPR,Cali-O-Socks x Zack's Cake,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,High Scorez,5/2/2023,
High Scorez Sauce Infused Preroll 1.2g - Marshmellow Squirt x T-1000,44824,MaSq-230502.03-W18-IPR,Marshmellow Squirt x T-1000,"Forever 46, LLC - 00000057DCHF00477864",7/10/2023,High Scorez,5/2/2023,
