"","Package ID","Brand","Product","Batch","Strain","Distribution Chain","Date.of.Harvest","Date.of.Manufacture","Cultivated By","Laboratory.Testing.Results","Point of Intended Sale","Extraction Method"
"1","37649","Copperstate","El Chivo #5 7g - Value","3522ELCH.33.DT","El Chivo #5","Kannaboost Technology, Inc. DBA: Sol Flower Tempe University - MED","12/21/2022","2023-03-22","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2","37642","Copperstate","First Class Funk 7g - Value","3122FCFK.34.DT","First Class Funk","Kannaboost Technology, Inc. DBA: Sol Flower Tempe University - MED","11/18/2022","2023-03-22","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"3","37940","Copperstate","GMO x OZ Kush 7g - Value","2422GMOZ.42","GMO x OZ Kush","Kannaboost Technology, Inc. DBA: Sol Flower Tempe University - MED","9/28/2022","2023-03-23","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"4","37611","Copperstate","Gaschata #5 7g - Value","2422GSC5.41.DT","Gaschata #5","Kannaboost Technology, Inc. DBA: Sol Flower Tempe University - MED","10/7/2022","2023-03-21","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"5","37669","Copperstate","Gastro Pop #4 7g - Value","3122GSP4.34.DT","Gastro Pop #4","Kannaboost Technology, Inc. DBA: Sol Flower Tempe University - MED","11/10/2022","2023-03-22","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"6","37640","Copperstate","Grape Gas 7g - Value","3122GPGS.34.DT","Grape Gas","Kannaboost Technology, Inc. DBA: Sol Flower Tempe University - MED","11/11/2022","2023-03-22","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"7","37690","Copperstate","HFCS 7g - Value","3322HFCS.32.DT","HFCS","Kannaboost Technology, Inc. DBA: Sol Flower Tempe University - MED","11/30/2022","2023-03-22","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"8","37689","Copperstate","Melonade #8 7g - Value","3322MLN8.32.DT","Melonade #8","Kannaboost Technology, Inc. DBA: Sol Flower Tempe University - MED","12/2/2022","2023-03-22","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"9","34102","DTF - Downtown Flower","A La Oreoz 14g - Mid","ALO-221222.0001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","12/22/2022","2023-02-08","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/urxB9dol42Fjjy9NSbAhPlPd9H9dj3vEe2ji6pHAzjvfYJF5i9","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"10","33362","DTF - Downtown Flower","A La Oreoz 14g - Value","ALO-221109.0001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","11/9/2022","2023-01-30","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/7GiuqCzrAjJHdinPtWCo6sqB41mQXwIIsBNYNolqKKl3Tuwc4Q","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"11","35351","DTF - Downtown Flower","A La Oreoz 14g - Value","ALO-221227.0001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","12/27/2022","2023-02-24","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/jYNoz8tL8uqMPH3fIXTT1J3DRMSqLDRTdT2EOjvd6lH0JL02we","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"12","32755","DTF - Downtown Flower","A La Oreoz 28g - Mid","ALO-221026.0001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","10/26/2022","2023-01-24","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"13","34140","DTF - Downtown Flower","A La Oreoz 28g - Mid","ALO-221222.0001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","12/22/2022","2023-02-09","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/urxB9dol42Fjjy9NSbAhPlPd9H9dj3vEe2ji6pHAzjvfYJF5i9","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"14","33359","DTF - Downtown Flower","A La Oreoz 28g - Value","ALO-221109.0001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","11/9/2022","2023-01-30","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/7GiuqCzrAjJHdinPtWCo6sqB41mQXwIIsBNYNolqKKl3Tuwc4Q","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"15","35347","DTF - Downtown Flower","A La Oreoz 28g - Value","ALO-221227.0001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","12/27/2022","2023-02-24","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/jYNoz8tL8uqMPH3fIXTT1J3DRMSqLDRTdT2EOjvd6lH0JL02we","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"16","34128","DTF - Downtown Flower","A La Oreoz 3.5g - Mid","ALO-221222.0001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","12/22/2022","2023-02-09","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/urxB9dol42Fjjy9NSbAhPlPd9H9dj3vEe2ji6pHAzjvfYJF5i9","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"17","35378","DTF - Downtown Flower","A La Oreoz 3.5g - Value","ALO-221227.0001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","12/27/2022","2023-02-24","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/jYNoz8tL8uqMPH3fIXTT1J3DRMSqLDRTdT2EOjvd6lH0JL02we","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"18","39392","DTF - Downtown Flower","Apple Fritter 14g - Mid","228-230117.0001","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","1/17/2023","2023-04-10","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/Hdp7chCflkb4aoeu74CBuWO9ZLyozma1CfxrBtPTLCifImWFxL","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"19","44116","DTF - Downtown Flower","Apple Fritter 14g - Value","ApFr-230516.0001-W20","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","5/16/2023","2023-06-27","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/sa5tdfUT4h4He0Q0l9VL2Xfkc3P2ZCt2lUgkVHHwMslGh6oLZE","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"20","44883","DTF - Downtown Flower","Apple Fritter 14g - Value","ApFr-230516.0001-W20","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","5/16/2023","2023-07-11","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/sa5tdfUT4h4He0Q0l9VL2Xfkc3P2ZCt2lUgkVHHwMslGh6oLZE","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"21","35334","DTF - Downtown Flower","Apple Fritter 28g - Mid","228-221227.0001","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","12/27/2022","2023-02-23","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/NcNM9BqTXJq3tCnEbjbMMRRBZSCawT0EMnRgYkGkncmOMpOkRl","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"22","30811","DTF - Downtown Flower","Apple Fritter 3.5g - Mid","228-221026.0001","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","10/26/2022","2023-01-01","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/sample/21e29286-8da7-4298-9a4b-358e46e42cd9","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"23","35634","DTF - Downtown Flower","Apple Fritter 3.5g - Mid","228-221227.0001","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","12/27/2022","2023-02-28","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/NcNM9BqTXJq3tCnEbjbMMRRBZSCawT0EMnRgYkGkncmOMpOkRl","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"24","40636","DTF - Downtown Flower","Apple Fritter 3.5g - Mid","228-230309.001-W10","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","3/9/2023","2023-04-28","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/aXxp6Gbc1WPhqXO96nAtauqmJnag4n1ExV4BUQiDrzwtRExDxL","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"25","44186","DTF - Downtown Flower","Apple Fritter 3.5g - Value","ApFr-230516.0001-W20","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","5/16/2023","2023-06-28","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/sa5tdfUT4h4He0Q0l9VL2Xfkc3P2ZCt2lUgkVHHwMslGh6oLZE","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"26","39388","DTF - Downtown Flower","Apple Fritter 7g - Mid","228-230117.0001","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","1/17/2023","2023-04-10","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/Hdp7chCflkb4aoeu74CBuWO9ZLyozma1CfxrBtPTLCifImWFxL","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"27","41113","DTF - Downtown Flower","Apple Fritter 7g - Mid","ApFr-230316.0001-W11","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","3/16/2023","2023-05-08","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/kTuzIvsCynrhWW5ZUZIaFCk36d5VLG5QrU6Ns320Hfve2ze357","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"28","44457","DTF - Downtown Flower","Apple Fritter 7g - Value","ApFr-230516.0001-W20","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","5/16/2023","2023-07-04","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/sa5tdfUT4h4He0Q0l9VL2Xfkc3P2ZCt2lUgkVHHwMslGh6oLZE","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"29","55116","DTF - Downtown Flower","Blue Dream 14g - Mid","BLDR-231130.0001-W48","Blue Dream","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-01-25","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/bd2344af-cfc6-4119-9ed1-2c77da1d82f3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"30","55759","DTF - Downtown Flower","Blue Dream 14g Smalls - Signature","BLDR-231130.0001-W48","Blue Dream","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-02-12","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/bd2344af-cfc6-4119-9ed1-2c77da1d82f3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"31","55207","DTF - Downtown Flower","Blue Dream 3.5g - Mid","BLDR-231130.0001-W48","Blue Dream","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-01-29","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/bd2344af-cfc6-4119-9ed1-2c77da1d82f3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"32","55923","DTF - Downtown Flower","Blue Dream 3.5g - Mid","BLDR-231130.0001-W48","Blue Dream","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-02-16","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/bd2344af-cfc6-4119-9ed1-2c77da1d82f3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"33","54716","DTF - Downtown Flower","Blue Dream 3.5g - Value","BLDR-231116.0001-W46","Blue Dream","Forever 46, LLC - 00000057DCHF00477864","11/16/2023","2024-01-12","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/37a4a214-b7b0-43bd-9566-2f0cfff9af47","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"34","55115","DTF - Downtown Flower","Blue Dream 7g - Mid","BLDR-231130.0001-W48","Blue Dream","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-01-25","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/bd2344af-cfc6-4119-9ed1-2c77da1d82f3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"35","45607","DTF - Downtown Flower","Blue Dream L 3.5g - Signature","BDL-230621.0001-W25","Blue Dream L","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-07-24","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/mKaJ42Pgr7SrT8cIh21WAjhlvjr5L53AQoXMFh6h9hU0jYzCzN","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"36","39415","DTF - Downtown Flower","Blue Dream X 14g - Mid","272X-230117.0001","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","1/17/2023","2023-04-10","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/2AiL3rqhw3o0Aq8IQrjtz7znQI2HVB09q9zU6pTRKYzuh3wcFW","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"37","40711","DTF - Downtown Flower","Blue Dream X 14g - Mid","272X-230309.0001-W10","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","3/9/2023","2023-05-02","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/BpiEwE0zQRAiHbHSltkCbrFVa9fTm33flsCYC7JDBiCWcjtYV7","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"38","37079","DTF - Downtown Flower","Blue Dream X 14g - Value","272X-221226.0001","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","12/26/2022","2023-03-15","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/kMFnCuT3hrVDhOuprXzE13Uzk46o1sBkv1BPEEgUsrOLvHZixD","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"39","45703","DTF - Downtown Flower","Blue Dream X 14g - Value","BLDX-230621.0001-W25","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-07-25","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/Pgs1vV4bZF9PgbLxiQuJaIZBcFxQrjIqz5JDqAqWbshofDWC4T","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"40","51320","DTF - Downtown Flower","Blue Dream X 14g - Value","BlDX-230816.0001-W33","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","8/16/2023","2023-10-18","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/mrxtatze","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"41","37018","DTF - Downtown Flower","Blue Dream X 28g - Value","272X-221226.0001","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","12/26/2022","2023-03-14","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/kMFnCuT3hrVDhOuprXzE13Uzk46o1sBkv1BPEEgUsrOLvHZixD","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"42","40681","DTF - Downtown Flower","Blue Dream X 3.5g - Mid","272X-230309.0001-W10","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","3/9/2023","2023-05-02","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/BpiEwE0zQRAiHbHSltkCbrFVa9fTm33flsCYC7JDBiCWcjtYV7","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"43","30730","DTF - Downtown Flower","Blue Dream X 3.5g - Value","272X-221026.0001","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864",NA,"2022-12-30","Forever 46, LLC - 00000057DCHF00477864",NA,"https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"44","34159","DTF - Downtown Flower","Blue Dream X 3.5g - Value","272X-221226.0001","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","12/26/2022","2023-02-09","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/kMFnCuT3hrVDhOuprXzE13Uzk46o1sBkv1BPEEgUsrOLvHZixD","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"45","45706","DTF - Downtown Flower","Blue Dream X 3.5g - Value","BLDX-230621.0001-W25","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-07-25","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/Pgs1vV4bZF9PgbLxiQuJaIZBcFxQrjIqz5JDqAqWbshofDWC4T","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"46","41922","DTF - Downtown Flower","Blue Dream X 3.5g - Value","BlDX-230419.0001-W16","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","4/19/2023","2023-05-23","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/a5jCg2rtAzdPdU7BuidM30ZYNyFKCRsBSirwnpdXRdpbv6hor5","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"47","51038","DTF - Downtown Flower","Blue Dream X 3.5g - Value","BlDX-230816.0001-W33","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","8/16/2023","2023-10-13","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/mrxtatze","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"48","54004","DTF - Downtown Flower","Blue Dream X 3.5g - Value","BlDX-231017.0001-W42","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","10/17/2023","2023-12-13","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3y7k8rbz","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"49","54659","DTF - Downtown Flower","Blue Dream X 3.5g - Value","BlDX-231116.0001-W46","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","11/16/2023","2024-01-11","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/cab0c8b6-fead-4ef6-9b1e-cf28fb1f9193","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"50","37081","DTF - Downtown Flower","Blue Dream X 7g - Value","272X-221226.0001","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","12/26/2022","2023-03-15","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/kMFnCuT3hrVDhOuprXzE13Uzk46o1sBkv1BPEEgUsrOLvHZixD","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"51","45719","DTF - Downtown Flower","Blue Dream X 7g - Value","BLDX-230621.0001-W25","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-07-25","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/Pgs1vV4bZF9PgbLxiQuJaIZBcFxQrjIqz5JDqAqWbshofDWC4T","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"52","41898","DTF - Downtown Flower","Blue Dream X 7g - Value","BlDX-230419.0001-W16","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","4/19/2023","2023-05-23","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/a5jCg2rtAzdPdU7BuidM30ZYNyFKCRsBSirwnpdXRdpbv6hor5","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"53","46754","DTF - Downtown Flower","Blue Dream X 7g - Value","BlDX-230710.0001-W28","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","7/10/2023","2023-08-14","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/l90OsoEZpFgte6bdCbm40af9lRHEDCLMZVdoRDBY6MeDmjpJXD","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"54","51039","DTF - Downtown Flower","Blue Dream X 7g - Value","BlDX-230816.0001-W33","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","8/16/2023","2023-10-13","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/mrxtatze","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"55","54034","DTF - Downtown Flower","Blue Dream X 7g - Value","BlDX-231017.0001-W42","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","10/17/2023","2023-12-14","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3y7k8rbz","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"56","54660","DTF - Downtown Flower","Blue Dream X 7g - Value","BlDX-231116.0001-W46","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","11/16/2023","2024-01-11","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/cab0c8b6-fead-4ef6-9b1e-cf28fb1f9193","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"57","33317","DTF - Downtown Flower","Blueberry Muffinz 14g - Value","BBMFZ-312-221122.0001","Blueberry Muffinz","Forever 46, LLC - 00000057DCHF00477864","11/22/2022","2023-01-27","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/0EyPGfWVZ0zXRTr0ufyzcyWziS04QsHf6a0rTJRTsTMlG5LvRQ","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"58","33319","DTF - Downtown Flower","Blueberry Muffinz 28g - Value","BBMFZ-312-221122.0001","Blueberry Muffinz","Forever 46, LLC - 00000057DCHF00477864","11/22/2022","2023-01-27","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/0EyPGfWVZ0zXRTr0ufyzcyWziS04QsHf6a0rTJRTsTMlG5LvRQ","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"59","45605","DTF - Downtown Flower","Cali Haze 3.5g - Signature","CaH-230621.0001-W25","Cali Haze","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-07-24","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/zLB6dFcRZr8Bns3OlFTfH200cxcKDzxFlQFwa52cK59wI4KCZr","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"60","44983","DTF - Downtown Flower","Cali Lightning 14g - Mid","CLT-230523.0001-W21","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","5/23/2023","2023-07-12","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/k8mNd9CDm28rxAEZzefkNXKqf5yWNfrnimU36x4a7Wh1arkgWf","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"61","53443","DTF - Downtown Flower","Cali Lightning 14g - Value","CLT-231003.0001-W40","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","10/3/2023","2023-12-01","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/aErdz0sp6XWfJFm7sAh3Khy0KwxiaXhXankHJq1Gd5PqBb8hbp","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"62","31901","DTF - Downtown Flower","Cali Lightning 28g - Value","Cali-Light-221026.0001","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","10/26/2022","2023-01-13","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/I4HgO0mHJpd3ies2SaKszRk7eZaAMFt1zfdAgqQTsZHt6fGVS4","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"63","41599","DTF - Downtown Flower","Cali Lightning 3.5g - Mid","CLT-230419.0001-W16","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","4/19/2023","2023-05-16","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/3yymbagtrmHP9IwaHtd7v4l2VIP0DAfSOgaRHHBRThBBSishTa","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"64","44974","DTF - Downtown Flower","Cali Lightning 3.5g - Mid","CLT-230523.0001-W21","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","5/23/2023","2023-07-12","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/k8mNd9CDm28rxAEZzefkNXKqf5yWNfrnimU36x4a7Wh1arkgWf","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"65","45606","DTF - Downtown Flower","Cali Lightning 3.5g - Mid","CLT-230621.0001-W25","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-07-24","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/T0k9FhjuYYo5l61CVmjJCsNvHpC22zCuAiPHVbueYQlZLZXqcm","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"66","35028","DTF - Downtown Flower","Cali Lightning 3.5g - Signature","CLT-221227.0001","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","12/27/2022","2023-02-21","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/jsyg4OjpaL66jYwvbY4Ck91V5ctoK9Z9Y2BtyFB3nfm7HNjROQ","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"67","53421","DTF - Downtown Flower","Cali Lightning 3.5g - Value","CLT-231003.0001-W40","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","10/3/2023","2023-12-01","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/aErdz0sp6XWfJFm7sAh3Khy0KwxiaXhXankHJq1Gd5PqBb8hbp","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"68","54144","DTF - Downtown Flower","Cali Lightning 3.5g - Value","CLT-231031.0001-W44","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","10/31/2023","2023-12-18","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/a9922bb2-bdba-4fd7-9370-d93113bd709e","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"69","54549","DTF - Downtown Flower","Cali Lightning 3.5g - Value","CLT-231116.0001-W46","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","11/16/2023","2024-01-04","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/71a82892-2933-4552-9f8f-2af699e4cbd3","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"70","31908","DTF - Downtown Flower","Cali Lightning 3.5g - Value","Cali-Light-221026.0001","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","10/26/2022","2023-01-13","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/I4HgO0mHJpd3ies2SaKszRk7eZaAMFt1zfdAgqQTsZHt6fGVS4","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
