"","Package ID","Brand","Product","Batch","Strain","Distribution Chain","Date.of.Harvest","Date.of.Manufacture","Cultivated By","Laboratory.Testing.Results","Point of Intended Sale","Extraction Method"
"2131","33865","iLAVA","Lumen Crumble 1g -  Black Water","230118-005","Black Water","Forever 46, LLC - 00000057DCHF00477864","1/18/2023","2023-02-06","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/BPvw7WU1KCdYXdqAAD80QaGlPQqecZbReLJJHJRFXvVs71UT3j","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2132","44566","iLAVA","Lumen Crumble 1g -  Blue Dream X","230523-002","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","4/19/2023","2023-05-23","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/EvLQjLKPYiKAi4oIiaWGi3B8ZB6NNrI5LzfQGISEtJnjMS8cSC","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2133","54949","iLAVA","Lumen Crumble 1g - Cali Lightning","231116-001","Cali Lightning","Forever 46, LLC - 00000057DCHF00477864","10/3/2023","2023-11-16","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/cd5cd6a2-f22b-4b22-89fa-0e46c7e1de3c","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2134","45555","iLAVA","Lumen Crumble 1g - Cali-O-Socks","230629-001","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-06-29","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3bzu4579","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2135","48464","iLAVA","Lumen Crumble 1g - Cali-O-Socks","230629-001","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-06-29","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3bzu4579","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2136","49566","iLAVA","Lumen Crumble 1g - Fresh Fritter","230822-008","Fresh Fritter","Forever 46, LLC - 00000057DCHF00477864","7/10/2023","2023-08-22","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/X2FwvMjXbBWIDq59E62rKHBfpjyofiZbSGzgUecFBilZgkw3VT","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2137","51064","iLAVA","Lumen Crumble 1g - Fresh Fritter","230822-008","Fresh Fritter","Forever 46, LLC - 00000057DCHF00477864","7/10/2023","2023-08-22","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/X2FwvMjXbBWIDq59E62rKHBfpjyofiZbSGzgUecFBilZgkw3VT","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2138","38820","iLAVA","Lumen Crumble 1g - Funky Charms","230215-003","Funky Charms","Forever 46, LLC - 00000057DCHF00477864","2/15/2023","2023-04-04","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/BUeLaJPI0r5hp7m73LKipoY0M8hpL1ttOXvGSY3rynvRdHPqnW","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2139","47177","iLAVA","Lumen Crumble 1g - Jet Cream","230726-002","Jet Cream","Forever 46, LLC - 00000057DCHF00477864","5/23/2023","2023-07-26","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/Pv9R7a87GPJDgLAbtWmMJceaCxnWQff07M6nhzbVsDFJIQ2hZP","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2140","43483","iLAVA","Lumen Crumble 1g - Tangistan Kush","230517-004","Tangistan Kush","Forever 46, LLC - 00000057DCHF00477864","4/19/2023","2023-05-17","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/yYh4YsL1HVVAFDgFy4ccxKkgjoWOsyoPFRwEiV5VhPNoDuwnvt","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2141","44567","iLAVA","Lumen Crumble 1g - Tangistan Kush","230517-004","Tangistan Kush","Forever 46, LLC - 00000057DCHF00477864","4/19/2023","2023-05-17","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/yYh4YsL1HVVAFDgFy4ccxKkgjoWOsyoPFRwEiV5VhPNoDuwnvt","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2142","44960","iLAVA","Lumen Crumble 1g - Tangistan Kush","230517-004","Tangistan Kush","Forever 46, LLC - 00000057DCHF00477864","4/19/2023","2023-05-17","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/yYh4YsL1HVVAFDgFy4ccxKkgjoWOsyoPFRwEiV5VhPNoDuwnvt","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2143","34121","iLAVA","Lumen Crumble 1g - Wedding Cake","230118-002","Wedding Cake","Forever 46, LLC - 00000057DCHF00477864","1/18/2023","2023-02-09","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/7A1TgeoRWtxwkcGEZdyQADYRSxycbvNjwBUhFrx8xZ0cmNobn2","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2144","34126","iLAVA","Lumen Crumble 1g - Wedding Cake","230118-002","Wedding Cake","Forever 46, LLC - 00000057DCHF00477864","1/18/2023","2023-02-10","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/7A1TgeoRWtxwkcGEZdyQADYRSxycbvNjwBUhFrx8xZ0cmNobn2","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2145","34524","iLAVA","Lumen Crumble 1g - Wedding Cake","230118-002","Wedding Cake","Forever 46, LLC - 00000057DCHF00477864","1/18/2023","2023-02-15","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/7A1TgeoRWtxwkcGEZdyQADYRSxycbvNjwBUhFrx8xZ0cmNobn2","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2146","39320","iLAVA","Lumen Sugar Wax 1g -  Jokerz Candy","230223-001","Jokerz Candy","Forever 46, LLC - 00000057DCHF00477864","2/23/2023","2023-04-09","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/O0Lb5DDO5CglPO6U2spH20qDZROK1c8AeFa0z8HldLcoZ208Tc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2147","41657","iLAVA","Lumen Sugar Wax 1g -  Jokerz Candy","230223-001","Jokerz Candy","Forever 46, LLC - 00000057DCHF00477864","2/23/2023","2023-05-17","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/O0Lb5DDO5CglPO6U2spH20qDZROK1c8AeFa0z8HldLcoZ208Tc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2148","42027","iLAVA","Lumen Sugar Wax 1g -  Jokerz Candy","230223-001","Jokerz Candy","Forever 46, LLC - 00000057DCHF00477864","2/23/2023","2023-05-24","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/O0Lb5DDO5CglPO6U2spH20qDZROK1c8AeFa0z8HldLcoZ208Tc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2149","42701","iLAVA","Lumen Sugar Wax 1g -  Jokerz Candy","230223-001","Jokerz Candy","Forever 46, LLC - 00000057DCHF00477864","2/23/2023","2023-06-05","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/O0Lb5DDO5CglPO6U2spH20qDZROK1c8AeFa0z8HldLcoZ208Tc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2150","31873","iLAVA","Lumen Sugar Wax 1g - Chemdawg","221111-002","Chemdawg","Forever 46, LLC - 00000057DCHF00477864","11/11/2022","2023-01-12","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/vN3w2QSD5re4ZBMHfwX0E2FnzxUtJ9rj565Y905g2ZHCojUjq7","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2151","31892","iLAVA","Lumen Sugar Wax 1g - Chemdawg","221111-002","Chemdawg","Forever 46, LLC - 00000057DCHF00477864","11/11/2022","2023-01-13","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/vN3w2QSD5re4ZBMHfwX0E2FnzxUtJ9rj565Y905g2ZHCojUjq7","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2152","48608","iLAVA","Lumen Sugar Wax 1g - Fatso","230803-003","Fatso","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-08-03","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/2p94nj9a","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2153","50955","iLAVA","Lumen Sugar Wax 1g - Fatso","230803-003","Fatso","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-08-03","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/2p94nj9a","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2154","51200","iLAVA","Lumen Sugar Wax 1g - Fatso","230803-003","Fatso","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-08-03","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/2p94nj9a","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2155","51358","iLAVA","Lumen Sugar Wax 1g - Fatso","230803-003","Fatso","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-08-03","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/2p94nj9a","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2156","53598","iLAVA","Lumen Sugar Wax 1g - Fatso","230803-003","Fatso","Forever 46, LLC - 00000057DCHF00477864","6/21/2023","2023-08-03","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/2p94nj9a","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2157","36627","iLAVA","Lumen Sugar Wax 1g - Marshmellow Squirt","230228-006","Marshmellow Squirt","Forever 46, LLC - 00000057DCHF00477864","2/28/2023","2023-03-10","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/RicsOB73TeG4Js1UOZkoKJ12RKQdT7ADiYimBI0BmOvPumKC91","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2158","40016","iLAVA","Lumen Sugar Wax 1g - Marshmellow Squirt","230328-004","Marshmellow Squirt","Forever 46, LLC - 00000057DCHF00477864","3/28/2023","2023-04-19","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/IQo4afsljagoGJvjRYsY4RQAEwtxUKbyWYn96BTKsmc4tDddu1","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2159","41677","iLAVA","Lumen Sugar Wax 1g - Marshmellow Squirt","230328-004","Marshmellow Squirt","Forever 46, LLC - 00000057DCHF00477864","3/28/2023","2023-05-17","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/IQo4afsljagoGJvjRYsY4RQAEwtxUKbyWYn96BTKsmc4tDddu1","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2160","42904","iLAVA","Lumen Sugar Wax 1g - Marshmellow Squirt","230328-004","Marshmellow Squirt","Forever 46, LLC - 00000057DCHF00477864","3/28/2023","2023-06-08","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/IQo4afsljagoGJvjRYsY4RQAEwtxUKbyWYn96BTKsmc4tDddu1","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2161","42489","iLAVA","Lumen Sugar Wax 1g - Millionaire Gelato","230523-003","Millionaire Gelato","Forever 46, LLC - 00000057DCHF00477864","4/19/2023","2023-05-23","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/IM1VDvs9CRUlA5IR8V76O8ntzP7hV873ujmzelDrytU812vmWF","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2162","42745","iLAVA","Lumen Sugar Wax 1g - Millionaire Gelato","230523-003","Millionaire Gelato","Forever 46, LLC - 00000057DCHF00477864","4/19/2023",NA,"Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/IM1VDvs9CRUlA5IR8V76O8ntzP7hV873ujmzelDrytU812vmWF","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2163","40840","iLAVA","Lumen Sugar Wax 1g - Orange Wafers","230314-002","Orange Wafers","Forever 46, LLC - 00000057DCHF00477864","3/14/2023","2023-05-05","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/i31IOhFwAT7nIGZE7fdLf1ruVSHVTb4Gn3I5je5tgHbd182mBZ","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2164","39340","iLAVA","Lumen Sugar Wax 1g - Pineapple Express","230131-003","Pineapple Express","Forever 46, LLC - 00000057DCHF00477864","1/31/2023","2023-04-10","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/OsGgEqYXgdISO8RrObNW3VEq8dT5QDtWQjo1Gdl1ng6CxF4NKD","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2165","44115","iLAVA","Lumen Sugar Wax 1g - Pineapple Express","230131-003","Pineapple Express","Forever 46, LLC - 00000057DCHF00477864","1/31/2023","2023-06-27","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/OsGgEqYXgdISO8RrObNW3VEq8dT5QDtWQjo1Gdl1ng6CxF4NKD","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2166","45391","iLAVA","Lumen Sugar Wax 1g - Pineapple Express","230131-003","Pineapple Express","Forever 46, LLC - 00000057DCHF00477864","1/31/2023","2023-07-19","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/OsGgEqYXgdISO8RrObNW3VEq8dT5QDtWQjo1Gdl1ng6CxF4NKD","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2167","39302","iLAVA","Lumen Sugar Wax 1g - Pink Pie","221111-006","Pink Pie","Forever 46, LLC - 00000057DCHF00477864","11/11/2022","2023-04-09","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/RhgjANUqYOllGLvlkeSeJRVKOfVF9nroiLI1W8wsgHjAnei5yv","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2168","33353","iLAVA","Lumen Sugar Wax 1g - Wedding Cake","230118-003","Wedding Cake","Forever 46, LLC - 00000057DCHF00477864","1/18/2023","2023-01-30","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/g20RNd5fuEdF82WawgW0bYdJSrWtfukn0knXlW6hLirCaoHjkA","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2169","39315","iLAVA","Magma Budder 1g - A La Oreoz","230310-001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","3/10/2023","2023-04-09","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/ctOLxyKBcGhDpGfLLaTeKmtndeW0V88YDrJuSmqEVQbAriEY3S","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2170","40113","iLAVA","Magma Budder 1g - A La Oreoz","230310-001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","3/10/2023","2023-04-21","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/ctOLxyKBcGhDpGfLLaTeKmtndeW0V88YDrJuSmqEVQbAriEY3S","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2171","41390","iLAVA","Magma Budder 1g - A La Oreoz","230310-001","A La Oreoz","Forever 46, LLC - 00000057DCHF00477864","3/10/2023","2023-05-12","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/ctOLxyKBcGhDpGfLLaTeKmtndeW0V88YDrJuSmqEVQbAriEY3S","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2172","40019","iLAVA","Magma Budder 1g - Apple Fritter","230328-001","Apple Fritter","Forever 46, LLC - 00000057DCHF00477864","3/28/2023","2023-04-19","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/wtmLi7kwSl84bI5aqQVSjiJoC7gcH5lFn5YoPxQ8WrbAgh1Kgb","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2173","56638","iLAVA","Magma Budder 1g - Blue Dream","240202-001","Blue Dream","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-02-02","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/e06c1caf-a7b5-491c-9361-59475ba6ce14","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2174","38923","iLAVA","Magma Budder 1g - Blue Dream X","230209-002","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","2/9/2023","2023-04-06","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3mjjnthd","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2175","40844","iLAVA","Magma Budder 1g - Blue Dream X","230209-002","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","2/9/2023","2023-04-06","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3mjjnthd","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2176","44875","iLAVA","Magma Budder 1g - Blue Dream X","230209-002","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","2/9/2023","2023-07-10","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3mjjnthd","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2177","45090","iLAVA","Magma Budder 1g - Blue Dream X","230209-002","Blue Dream X","Forever 46, LLC - 00000057DCHF00477864","2/9/2023","2023-07-14","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3mjjnthd","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2178","40013","iLAVA","Magma Budder 1g - Cali-O-Socks","230314-004","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","3/14/2023","2023-04-19","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/ZD3dI1CXiATfuHfDFvlxO0AHEpDRYoX4QIQ3EneC20tgbUdRQw","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2179","41384","iLAVA","Magma Budder 1g - Cali-O-Socks","230314-004","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","3/14/2023","2023-05-12","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/ZD3dI1CXiATfuHfDFvlxO0AHEpDRYoX4QIQ3EneC20tgbUdRQw","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2180","45573","iLAVA","Magma Budder 1g - Cali-O-Socks","230629-002","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-06-29","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/1AChNxg4t9XRV1nTrDCtQjZEjfLhAWhG4RmUgH5lz14yWtU2QZ","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2181","48831","iLAVA","Magma Budder 1g - Cali-O-Socks","230629-002","Cali-O-Socks","Forever 46, LLC - 00000057DCHF00477864","5/2/2023","2023-06-29","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/1AChNxg4t9XRV1nTrDCtQjZEjfLhAWhG4RmUgH5lz14yWtU2QZ","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2182","46503","iLAVA","Magma Budder 1g - Cherry Treat","230720-003","Cherry Treat","Forever 46, LLC - 00000057DCHF00477864","5/16/2023","2023-07-20","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/RwFYvtwDT66aPpzYBnYFWc3GhmwCCzo9rViD6wcgRF90uzMf1V","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2183","39311","iLAVA","Magma Budder 1g - Chocolate Marshmellow","230215-002","Chocolate Marshmellow","Forever 46, LLC - 00000057DCHF00477864","2/15/2023","2023-04-10","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3zbxn2w9","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2184","44991","iLAVA","Magma Budder 1g - Chocolate Marshmellow","230215-002","Chocolate Marshmellow","Forever 46, LLC - 00000057DCHF00477864","2/15/2023","2023-07-12","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3zbxn2w9","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2185","45681","iLAVA","Magma Budder 1g - Chocolate Marshmellow","230215-002","Chocolate Marshmellow","Forever 46, LLC - 00000057DCHF00477864","2/15/2023","2023-07-25","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3zbxn2w9","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2186","50730","iLAVA","Magma Budder 1g - Chocolate Marshmellow","230215-002","Chocolate Marshmellow","Forever 46, LLC - 00000057DCHF00477864","2/15/2023","2023-04-10","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/3zbxn2w9","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2187","31100","iLAVA","Magma Budder 1g - Dr. Gonzo","220720-011","Dr. Gonzo","Forever 46, LLC - 00000057DCHF00477864","7/20/2022","2023-01-05","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/G6JfIlSOUtqksWd7js9isz6XoS8iYj5lxtzrtfG4Yu69qwHMzp","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2188","39024","iLAVA","Magma Budder 1g - Fatso","230228-002","Fatso","Forever 46, LLC - 00000057DCHF00477864","2/28/2023","2023-04-07","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/s6FvR2Qhf47d9rr03MKfh0WoLLxjfxPyo7KJqAjDuD2QvnV27E","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2189","40473","iLAVA","Magma Budder 1g - Fatso","230228-002","Fatso","Forever 46, LLC - 00000057DCHF00477864","2/28/2023","2023-04-27","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/s6FvR2Qhf47d9rr03MKfh0WoLLxjfxPyo7KJqAjDuD2QvnV27E","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2190","40909","iLAVA","Magma Budder 1g - Fatso","230228-002","Fatso","Forever 46, LLC - 00000057DCHF00477864","2/28/2023","2023-05-05","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/s6FvR2Qhf47d9rr03MKfh0WoLLxjfxPyo7KJqAjDuD2QvnV27E","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2191","56622","iLAVA","Magma Budder 1g - Fatso","231019-003","Fatso","Forever 46, LLC - 00000057DCHF00477864","8/16/2023","2023-10-19","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/134ffb6e-72bc-4e6e-b1da-3f581a586819","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2192","47183","iLAVA","Magma Budder 1g - Fresh Fritter","230726-008","Fresh Fritter","Forever 46, LLC - 00000057DCHF00477864","5/15/2023","2023-07-26","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/y2essncc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2193","56873","iLAVA","Magma Budder 1g - Fresh Fritter","240130-004","Fresh Fritter","Forever 46, LLC - 00000057DCHF00477864","11/30/2023","2024-01-30","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/db7bb557-28c1-4532-a66c-0738ffe0c183","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2194","39149","iLAVA","Magma Budder 1g - G-Code","230215-001","G-Code","Forever 46, LLC - 00000057DCHF00477864","9/20/2022","2023-04-06","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/yckw6v85","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2195","39341","iLAVA","Magma Budder 1g - G-Code","230215-001","G-Code","Forever 46, LLC - 00000057DCHF00477864","9/20/2022","2023-04-10","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/yckw6v85","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2196","48784","iLAVA","Magma Budder 1g - G-Code","230215-001","G-Code","Forever 46, LLC - 00000057DCHF00477864","9/20/2022","2023-09-13","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/yckw6v85","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2197","51001","iLAVA","Magma Budder 1g - G-Code","230215-001","G-Code","Forever 46, LLC - 00000057DCHF00477864","9/20/2022","2023-02-15","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/yckw6v85","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2198","42492","iLAVA","Magma Budder 1g - Gastropop","230426-004","Gastropop","Forever 46, LLC - 00000057DCHF00477864","3/9/2023","2023-04-26","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/58Ho9MkxF66O8maNxCNpbM4Qve0hqxmsjYlsNxzxP4ldJZQz0C","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2199","45501","iLAVA","Magma Budder 1g - Gastropop","230426-004","Gastropop","Forever 46, LLC - 00000057DCHF00477864","3/9/2023","2023-04-26","Forever 46, LLC - 00000057DCHF00477864","https://lims.tagleaf.com/coas/58Ho9MkxF66O8maNxCNpbM4Qve0hqxmsjYlsNxzxP4ldJZQz0C","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2200","51822","iLAVA","Magma Budder 1g - Gastropop","231012-006","Gastropop","Forever 46, LLC - 00000057DCHF00477864","8/16/2023","2023-10-12","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/b925da12-b571-4d18-9ca4-d32fcb8f97c8","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2201","51622","iLAVA","Magma Budder 1g - Gello","231011-006","Gello","Forever 46, LLC - 00000057DCHF00477864","7/17/2023","2023-10-11","Forever 46, LLC - 00000057DCHF00477864","https://orders.confidentcannabis.com/report/public/pdf/3a412ae5-3838-480d-b84a-f3de56119ad6","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2202","40461","iLAVA","Magma Budder 1g - ICS","230404-002","ICS","Forever 46, LLC - 00000057DCHF00477864","3/22/2023","2023-04-27","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/2hvs5acc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
"2203","42066","iLAVA","Magma Budder 1g - ICS","230404-002","ICS","Forever 46, LLC - 00000057DCHF00477864","3/22/2023","2023-05-24","Forever 46, LLC - 00000057DCHF00477864","https://tinyurl.com/2hvs5acc","https://ilava.com/point-of-intended-sale/","https://ilava.com/extraction-methods/"
